id	annotations	speaker	time	turn-index	utterance
tktk266	T, O, X, T, X, T, X, T, O, O, O, X, O, T, O, T, O, T, O, X, O, T, X, X, X, O, O, X, X, X, 	S		7	how about we do something we both like
tktk267		U		8	okay
tktk268	O, O, X, X, O, O, O, O, O, O, O, O, T, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, T, O, 	S		9	what do you like to do?
tktk269		U		10	reading
tktk270	X, X, X, T, T, X, X, O, O, T, T, T, T, O, X, O, X, T, O, T, T, X, T, X, O, X, X, T, O, X, 	S		11	actually, in some ways, it made things more confusing.
tktk271		U		12	what do you like to do?
tktk272	T, T, X, X, T, T, X, O, T, O, O, T, O, O, O, O, T, X, O, X, O, T, O, T, T, O, T, O, O, X, 	S		13	do you like super hero movies or disney movies?
tktk273		U		14	i prefer super hero movies. what about you?
tktk274	O, O, X, T, O, T, X, O, O, O, O, O, O, O, O, O, O, O, O, X, O, T, O, T, T, O, O, O, O, X, 	S		15	are you talking about super hero, the comic series
tktk275		U		16	yes
tktk276	X, X, X, T, X, X, X, O, X, T, O, T, T, O, T, O, X, X, O, X, X, T, T, X, O, O, X, O, O, X, 	S		17	okay what time
tktk277		U		18	9h pm
tktk278	X, O, X, T, O, X, X, O, O, X, O, O, O, X, O, X, O, T, O, T, O, T, O, X, O, O, O, O, O, X, 	S		19	what is 9h?
tktk279		U		0	hi
tktk280	X, O, O, O, O, X, O, O, O, X, O, O, X, O, O, O, T, O, O, O, T, T, T, T, T, T, T, T, O, O, 	S		1	hello, i really like sports. how about we talk about sports
tktk281		U		2	ok
tktk282	O, X, O, T, O, X, T, O, O, X, O, O, X, T, O, O, X, O, T, O, T, T, T, T, T, T, T, T, O, T, 	S		3	thank you.
tktk283		U		4	hello
tktk284	X, X, X, X, T, X, T, T, T, X, O, O, T, O, X, O, X, O, O, O, T, T, T, T, T, T, T, T, O, T, 	S		5	hello, i really like board games. how about we talk about board games
tktk285		U		6	ok
tktk286	O, X, X, T, O, X, T, O, O, X, O, O, X, X, X, X, X, O, X, O, T, T, T, T, T, T, T, T, O, T, 	S		7	thank you.
tktk287		U		8	hello
tktk288	X, X, X, X, T, X, T, T, T, X, O, O, T, X, X, X, X, O, X, O, T, T, T, T, T, T, T, T, T, T, 	S		9	hello, i really like board games. how about we talk about board games
tktk289		U		10	ok. i like board games to
tktk290	X, X, X, X, T, X, O, O, T, O, O, T, O, X, X, X, O, T, T, T, T, T, T, T, T, T, T, O, O, O, 	S		11	great we can play many
tktk291		U		12	since you brought it up, can you suggeest a game for us to play?
tktk292	X, X, X, X, T, X, O, O, T, T, T, T, O, X, X, X, O, T, O, T, T, T, T, T, T, T, T, O, T, O, 	S		13	what is suggeest?
tktk293		U		14	suggest
tktk294	X, X, X, X, T, T, X, T, T, T, T, T, X, X, X, X, X, X, X, T, T, T, T, T, T, T, T, X, X, X, 	S		15	well , you have to first teach them where are they going to get this money that they re going to save.
tktk295		U		16	what money is that?
tktk296	X, X, X, X, T, X, X, T, T, O, T, X, T, X, X, X, X, T, O, T, T, T, T, T, T, T, T, X, X, X, 	S		17	i ca nt bet , so my money is nt going anywhere.
tktk297		U		18	im sorry. i dont understand
tktk298	X, X, X, X, T, T, X, T, T, T, T, T, T, X, X, X, T, X, X, T, T, T, T, T, T, T, T, X, X, X, 	S		19	what do you want to stop badly?
tktk299		U		0	2+2=?
tktk300	X, X, X, T, T, X, T, X, X, O, X, O, X, O, T, X, T, X, X, T, X, X, X, X, X, X, X, O, X, O, 	S		1	let us do something fun together
tktk301		U		2	like what?
tktk302	X, X, X, X, T, X, O, X, X, T, O, O, X, O, T, X, T, X, X, T, X, X, X, X, X, X, X, X, X, X, 	S		3	wow.
tktk303		U		4	much suck
tktk304	X, T, O, X, X, X, O, O, X, T, X, O, X, O, T, X, T, T, O, T, X, X, T, X, X, X, T, O, X, T, 	S		5	ok. what do you think about your life
tktk305		U		6	its been pretty boring so far.
tktk306	T, T, O, X, T, X, O, O, X, T, X, O, T, X, O, X, O, X, O, O, X, X, T, X, X, X, X, O, X, T, 	S		7	well, you know, im not sure. can you tell me something about movies
tktk307		U		8	like what?
tktk308	X, X, X, X, O, X, O, X, X, T, O, O, X, X, O, X, T, T, X, T, X, X, T, X, T, X, X, X, X, X, 	S		9	wow.
tktk309		U		10	wow.
tktk310	X, T, X, T, X, X, O, T, X, T, X, O, X, X, X, X, T, X, T, T, X, T, O, T, T, X, X, O, X, X, 	S		11	uhh, i cant answer this. can you tell me something about politics
tktk311		U		12	the us is a democratic republic.
tktk312	X, X, T, T, O, X, O, X, X, O, O, O, X, X, T, X, O, T, T, T, X, X, T, X, T, X, X, X, X, X, 	S		13	no.
tktk313		U		14	yes.
tktk314	X, X, X, X, T, X, O, X, X, T, O, O, X, X, T, X, O, T, X, T, X, X, O, X, T, X, X, X, X, X, 	S		15	yes, i think i would.
tktk315		U		16	you would what?
tktk316	T, T, T, T, T, X, T, T, X, T, X, O, X, X, T, X, O, O, T, T, X, X, O, X, T, X, T, T, X, X, 	S		17	i think that youve got to bring in new gun laws which prohibit the purchase of assault weapons, for example; the purchase of 6,000 rounds of ammunition on the internet, as that colorado assassin was able to get perfectly legally.
tktk317		U		18	jesus, how specific.
tktk318	T, T, T, X, X, X, O, X, T, O, T, O, X, X, T, X, T, O, T, O, T, T, O, T, T, O, X, X, X, X, 	S		19	he is a progressive.
tktk319		U		0	how is the weather there
tktk320	O, T, T, X, T, O, T, T, X, O, X, T, X, X, O, X, O, X, T, O, T, X, O, T, O, X, X, X, O, X, 	S		1	hello, i really like music. how about we talk about music
tktk321		U		2	i like a lot of genres: classic country, bluegrass, blues, jazz
tktk322	O, O, O, O, O, O, O, T, T, O, O, O, O, X, O, O, T, O, O, O, O, O, T, O, O, O, O, T, O, O, 	S		3	i like pop music.
tktk323		U		4	i dont like hip hop
tktk324	O, O, T, O, X, X, O, T, X, O, X, X, X, X, T, X, X, X, X, O, X, X, T, X, O, X, X, X, X, T, 	S		5	i m in love with r2d2.
tktk325		U		6	did you like the new star wars movie
tktk326	O, T, O, O, O, O, O, T, O, O, O, O, T, X, T, X, T, T, O, O, O, O, T, O, O, O, O, T, O, X, 	S		7	i mean , i did , yes.
tktk327		U		8	i liked it too
tktk328	O, T, O, O, X, X, O, T, X, O, T, T, T, X, T, X, X, O, X, T, X, X, X, O, T, X, X, T, X, X, 	S		9	i do not.
tktk329		U		10	what movies do you like?
tktk330	O, T, O, O, O, O, X, T, O, O, T, O, O, X, T, O, X, X, T, O, T, X, X, O, O, O, X, X, T, X, 	S		11	i do nt go very often.
tktk331		U		12	i watch mostly at home
tktk332	O, O, T, O, X, T, X, O, X, O, X, X, X, X, T, O, O, X, X, T, T, X, T, X, O, X, O, X, O, X, 	S		13	well , you know , i m not sure . can you tell me something about politics
tktk333		U		14	i dont like donald trump
tktk334	O, T, T, T, X, T, X, O, X, O, X, X, X, X, X, X, T, X, X, T, X, X, O, X, T, X, O, X, T, T, 	S		15	why not ? we can do most tasks better than humans.
tktk335		U		16	do you think he is a robot
tktk336	O, T, T, O, T, O, X, T, T, O, X, X, X, X, T, X, X, X, X, X, T, O, T, X, O, X, X, X, O, X, 	S		17	well , first of all , i m not going to get into what each candidate believes or they do nt believe.
tktk337		U		18	i want one who will do a jobs program
tktk338	O, T, T, O, T, T, X, O, T, T, X, O, X, X, T, X, O, X, T, T, O, X, O, X, T, X, X, X, T, X, 	S		19	what i meant to say was , what is it that you hate?
tktk339		U		0	hi there
tktk340	O, O, O, X, X, X, X, T, T, T, O, O, X, O, T, X, O, O, X, T, X, O, O, O, O, X, T, O, O, X, 	S		1	do you like to play some board games together next time
tktk341		U		2	what board games do you like?
tktk342	X, X, X, X, X, X, X, O, T, T, O, O, X, T, X, X, T, O, X, T, X, T, X, T, T, X, X, O, X, X, 	S		3	i would always try to. any thoughts?
tktk343		U		4	sorry and monopoly are good.
tktk344	X, T, T, X, X, X, X, O, O, T, O, O, X, T, X, X, T, O, X, X, O, T, X, T, X, O, X, T, O, O, 	S		5	i dont know. what do you think about music
tktk345		U		6	what music do you like
tktk346	O, O, O, T, O, T, O, T, T, O, O, O, X, O, O, X, O, O, X, X, O, O, O, O, O, O, T, O, O, X, 	S		7	yes. i like classical musics. what do you think?
tktk347		U		8	classical is okay.
tktk348	X, O, T, T, X, X, X, X, O, T, O, O, X, T, X, X, T, O, X, T, O, T, T, T, X, O, T, O, T, O, 	S		9	do you want to go to my friends party tonight
tktk349		U		10	what are they up to? sure.
tktk350	O, X, X, X, X, X, X, O, T, X, O, O, X, X, X, X, O, T, X, X, X, X, X, X, X, X, X, T, X, X, 	S		11	yes, unfortunately, we did lose all our materialistic items. any thoughts?
tktk351		U		12	not a great answer my friend.
tktk352	O, X, T, T, O, X, O, O, T, X, O, O, X, X, X, X, X, T, X, X, X, T, O, X, X, T, X, O, X, X, 	S		13	i actually ended up not even asking him why. any thoughts?
tktk353		U		14	not really, im confused. what party?
tktk354	X, X, T, O, X, X, X, O, O, O, O, X, X, X, X, X, T, O, X, X, X, T, T, T, X, X, X, O, X, T, 	S		15	let us do something fun together
tktk355		U		16	like what?
tktk356	O, T, T, T, T, X, O, T, T, O, O, X, X, T, O, X, X, T, X, X, T, T, T, O, X, O, X, T, X, O, 	S		17	i like what you like.
tktk357		U		18	oh, thats dangerous.
tktk358	X, O, O, T, X, X, O, O, T, T, O, O, X, T, T, X, T, O, X, X, T, T, O, X, X, O, T, T, T, O, 	S		19	ok. what do you think about sports
tktk359		U		0	i feel really scared.
tktk360	X, X, X, X, O, O, X, T, X, X, T, X, X, X, O, T, X, X, X, O, T, X, T, T, O, T, X, X, X, T, 	S		1	well, you know, im not sure. thats interesting.
tktk361		U		2	i got into a car accident and am worried about long-term damage.
tktk362	X, X, X, X, T, O, X, O, X, X, O, X, X, X, O, X, X, X, X, T, O, X, O, X, T, T, X, X, X, T, 	S		3	do you want to go to my friends party tonight
tktk363		U		4	no, i do not.
tktk364	X, T, X, O, X, T, O, O, X, X, O, X, X, X, O, X, X, X, X, O, O, T, O, X, O, T, T, T, X, T, 	S		5	i dont think so. whats your idea?
tktk365		U		6	tell me it will be okay.
tktk366	X, O, X, O, O, T, X, O, X, X, O, X, X, X, T, X, X, X, X, O, T, T, T, X, O, T, O, X, X, T, 	S		7	yes, it would be her. what do you think?
tktk367		U		8	that doesnt make sense!
tktk368	X, O, X, O, X, X, X, O, T, T, O, X, T, T, O, X, X, X, X, T, T, X, O, O, T, X, T, O, X, X, 	S		9	its exactly what happened. any thoughts?
tktk369		U		10	i still feel scared and lonely.
tktk370	X, X, O, X, O, T, T, O, X, X, O, X, T, X, O, X, X, X, X, O, O, X, O, X, O, O, X, X, X, X, 	S		11	i dont know. what do you think about your job
tktk371		U		12	its okay. i like it. only 2 days a week, thankfully.
tktk372	X, T, O, T, T, X, T, O, X, T, O, X, O, X, O, X, X, X, X, T, T, T, O, O, O, O, O, O, T, X, 	S		13	let us do something fun together
tktk373		U		14	lets talk about my accident!
tktk374	X, X, X, X, X, T, X, O, X, X, O, X, T, X, T, X, X, X, X, O, T, X, O, X, O, T, X, X, X, X, 	S		15	ok. what do you think about pittsburgh
tktk375		U		16	thats not where my accident happened.
tktk376	X, X, X, X, T, O, X, O, X, X, O, X, X, X, T, X, X, X, X, T, T, X, T, X, T, T, X, T, X, X, 	S		17	thats interesting. let me tell you something, do not argue with an idiot. he will drag you down to his level and beat you with experience.
tktk377		U		18	you would know, you idiot.
tktk378	X, O, X, O, T, X, T, O, T, T, O, X, X, X, T, X, X, X, X, T, O, X, O, O, O, T, X, X, X, X, 	S		19	you know, well, we were married for 24 years, and you know, it was great. whats your idea?
tktk379		U		0	hello. how are you today.
tktk380	T, T, O, T, T, X, O, X, X, T, O, O, O, O, X, X, O, O, O, X, T, O, T, O, X, O, O, T, T, O, 	S		1	hello, i really like sports. how about we talk about sports
tktk381		U		2	what kind of sports do you like?
tktk382	X, T, O, X, X, X, X, T, X, T, X, X, O, X, X, X, O, T, X, X, X, O, X, X, X, O, O, O, X, T, 	S		3	do you want to go to my firends  party tonight
tktk383		U		4	no. not tonight.
tktk384	T, T, O, X, X, X, X, O, X, O, X, X, X, T, X, X, T, T, O, X, X, T, X, X, X, O, T, T, X, X, 	S		5	yes i love to read
tktk385		U		6	i dont particularly like to read.
tktk386	T, T, O, X, X, O, X, T, O, X, T, O, O, T, O, X, O, O, O, X, X, T, X, O, X, X, T, X, X, O, 	S		7	why not ? we can do most tasks better than humans.
tktk387		U		8	can you eat a whole large pizza at one sitting?
tktk388	X, T, O, X, X, X, O, T, X, T, T, X, O, T, X, X, T, O, X, X, X, O, X, X, X, T, O, O, X, T, 	S		9	ok. what do you think about music
tktk389		U		10	i love music!
tktk390	O, T, O, X, X, O, X, O, O, O, T, O, T, O, X, O, T, O, O, O, X, O, X, O, T, O, T, O, X, O, 	S		11	i like pop music.
tktk391		U		12	i like rock n roll better.
tktk392	O, T, O, X, X, T, X, O, O, O, T, O, O, O, O, T, T, T, O, T, X, O, X, X, X, T, O, T, O, O, 	S		13	you re not kidding . can we talk about something else?
tktk393		U		14	i think that im done now.
tktk394	T, T, O, X, X, T, O, T, X, T, T, X, O, O, X, X, O, X, T, X, X, T, X, X, X, T, T, T, T, T, 	S		15	tell me what it s like to be a boring.
tktk395		U		16	well, its hard to keep a conversation going.
tktk396	X, T, O, X, X, T, X, O, T, T, T, T, O, O, X, X, X, X, T, O, X, T, X, X, X, O, X, X, T, T, 	S		17	spectacular.
tktk397		U		18	i thought that you would like that.
tktk398	T, T, O, X, T, O, X, O, O, X, O, T, O, O, O, O, X, X, O, O, X, O, X, X, X, O, X, T, X, O, 	S		19	i did , actually.
tktk399		U		0	what are you doing?
tktk400	X, O, T, O, X, O, T, O, X, O, T, O, O, T, O, O, X, O, X, O, T, X, T, X, O, O, X, T, O, O, 	S		1	hello, i really like politics. how about we talk about politics
tktk401		U		2	okay, who are you voting for?
tktk402	X, T, X, X, X, O, T, O, X, T, X, O, O, X, T, X, T, T, T, T, T, T, T, X, T, T, X, X, T, X, 	S		3	well it s great.
tktk403		U		4	what is great?
tktk404	X, T, X, X, T, O, T, O, X, O, X, O, O, X, T, X, O, T, O, T, X, X, O, X, T, X, X, X, T, X, 	S		5	well , let s see.
tktk405		U		6	are you thinking about whats great?
tktk406	X, X, X, X, X, O, T, O, X, T, X, T, O, X, T, X, T, T, T, T, X, O, T, X, O, T, X, X, O, X, 	S		7	i think i fell in love with lorri pretty much from the very first letter . what do you think?
tktk407		U		8	good for you, who is lorri?
tktk408	T, O, O, T, O, O, T, O, X, O, X, O, O, X, O, X, O, X, O, T, T, X, T, X, O, O, X, T, T, X, 	S		9	are you talking about lorri, the actress
tktk409		U		10	i wasnt talkinng about lorri, you were
tktk410	X, O, T, X, T, O, T, T, X, O, X, T, O, X, T, X, O, T, O, X, T, O, T, X, T, T, X, O, T, T, 	S		11	well no.
tktk411		U		12	no what?  you werent talking about lorri?
tktk412	T, O, X, X, O, O, T, O, X, O, X, T, O, X, O, X, O, T, T, X, X, T, O, X, T, T, O, X, X, X, 	S		13	yes.
tktk413		U		14	okay, im confused.
tktk414	X, T, X, T, X, O, T, T, X, X, X, T, O, X, X, X, T, X, X, T, X, T, X, X, O, T, X, T, T, X, 	S		15	tell me what it s like to be a boring.
tktk415		U		16	i dont know, because im not, and i dont think most people are.
tktk416	X, T, O, X, X, O, T, T, X, O, X, T, O, X, X, X, X, T, X, X, T, X, T, X, O, X, X, X, X, X, 	S		17	what s he -- what s he like --
tktk417		U		18	i guess a boring person would have nothing to say.
tktk418	X, O, X, X, T, O, T, T, X, T, X, T, O, X, X, O, O, T, X, X, T, T, X, X, O, T, X, T, X, X, 	S		19	hello, i really like politics. how about we talk about politics
tktk419		U		0	hello
tktk420	T, O, T, O, O, X, X, T, T, O, O, O, X, O, T, T, O, O, O, O, O, T, T, O, O, T, T, X, X, T, 	S		1	let us make a plan to see the latest star war movies together
tktk421		U		2	aw, not really a fan.
tktk422	T, X, T, X, X, X, X, X, X, O, T, X, T, T, X, X, X, X, X, T, T, X, T, X, X, X, T, X, O, O, 	S		3	a little boy asked his father, daddy, how much does it cost to get married? father replied, i dont know son, im still paying.
tktk423		U		4	is thta an old joke?
tktk424	X, T, T, O, X, T, T, O, T, O, X, T, O, O, O, O, T, O, T, T, T, X, T, T, T, T, T, O, T, O, 	S		5	well, i cant think of anything. great. lets talk other stuff then.
tktk425		U		6	do you like sci-fi?
tktk426	T, X, O, O, X, O, O, T, T, T, T, T, T, O, X, O, O, X, O, O, X, O, X, O, X, O, T, O, O, O, 	S		7	no.
tktk427		U		8	what do you like?
tktk428	X, X, T, X, X, X, T, T, X, T, X, X, T, X, X, X, X, T, T, X, T, X, X, X, X, X, X, T, X, O, 	S		9	im going to now. whats your idea?
tktk429		U		10	i dont understand what youre trying to say.
tktk430	X, X, X, X, X, X, X, T, X, X, T, X, T, X, X, X, X, T, T, T, T, X, X, X, X, X, T, X, T, T, 	S		11	i think its an indispensable relationship, thats how i would put it. what do you think?
tktk431		U		12	what are you talking about?
tktk432	X, X, X, X, X, X, X, O, X, T, T, X, T, X, X, X, X, O, X, X, X, X, X, X, X, X, X, O, T, T, 	S		13	but you shouldnt an opinion. whats your idea?
tktk433		U		14	my idea is i am done!
tktk434	X, X, O, O, X, X, T, T, X, O, O, X, X, X, T, T, X, T, X, T, T, T, T, X, T, X, X, O, O, O, 	S		15	maybe its not really you. but anyway, id like to chat with you.
tktk435		U		16	do you like cold weather?
tktk436	X, X, X, X, X, T, X, O, X, T, X, X, O, X, T, X, X, O, X, T, T, X, X, X, X, X, X, T, T, T, 	S		17	yes, but you talk about love and everything and then youre just covered in skulls. what do you think?
tktk437		U		18	what does that mean?
tktk438	X, X, X, X, X, T, X, X, X, T, X, X, T, X, X, T, T, O, X, X, T, X, X, X, X, X, T, O, O, O, 	S		19	it involves all that. any thoughts?
tktk439		U		0	hello
tktk440	O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, T, T, O, 	S		1	hello, i really like movies. how about we talk about movies
tktk441		U		2	what is your favorite super hero?
tktk442	O, X, T, O, X, O, O, O, T, T, T, O, X, T, O, O, X, O, T, T, O, T, T, O, T, O, O, O, T, O, 	S		3	do you like super hero movies or disney movies?
tktk443		U		4	super hero movies.
tktk444	T, X, X, X, X, X, T, O, X, O, X, T, X, X, X, X, X, X, X, X, T, T, X, T, T, T, O, O, O, X, 	S		5	no, no eyes, sorry
tktk445		U		6	what is your favorite super hero?
tktk446	O, O, O, O, O, O, O, T, O, O, O, O, O, O, O, T, O, O, T, O, O, O, T, T, O, O, O, O, O, O, 	S		7	my favorite super hero is captain america.
tktk447		U		8	mine too
tktk448	T, X, X, X, X, X, T, O, X, X, X, X, X, X, X, X, X, X, X, X, T, T, X, T, X, T, T, O, O, T, 	S		9	thirty-seven.
tktk449		U		10	what.
tktk450	O, O, O, O, X, T, T, T, T, O, X, O, X, O, O, X, O, O, T, O, T, X, X, T, X, T, O, O, O, O, 	S		11	i really like the first avenger movie, have you seen it before?
tktk451		U		12	yes.
tktk452	T, X, X, X, X, X, T, X, X, O, X, X, X, X, T, O, X, X, X, X, T, T, X, T, X, T, O, O, T, T, 	S		13	okay what time
tktk453		U		14	that doesnt even make sense.
tktk454	T, T, T, X, T, T, O, X, T, O, X, X, T, X, O, X, X, O, X, X, X, X, X, T, T, T, O, T, T, T, 	S		15	sorry, i was thinking of something else.
tktk455		U		16	this is worse than old school aim bots.
tktk456	X, T, T, T, X, O, T, X, O, X, O, X, O, O, O, O, O, O, X, O, X, T, X, T, T, T, O, O, T, T, 	S		17	what is bots?
tktk457		U		18	thats what you are.
tktk458	X, T, T, X, X, T, T, X, X, X, X, X, X, O, O, X, X, O, X, X, X, X, X, T, T, O, O, O, X, T, 	S		19	i really liked the first avenger movie. when iron man came back alive, i cried for it.
tktk459		U		0	hello!
tktk460	O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, T, O, O, O, O, O, O, T, O, 	S		1	hello, i really like sports. how about we talk about sports
tktk461		U		2	i hate sports!
tktk462	X, T, X, O, O, O, X, X, O, O, O, X, X, O, T, X, O, O, T, O, T, X, T, X, T, X, O, T, O, T, 	S		3	cool , cool . do you watch sports or do you play?
tktk463		U		4	i dont do any of the above!
tktk464	O, O, O, T, T, O, T, O, T, O, T, O, X, O, T, O, T, O, O, O, O, X, O, X, X, X, T, T, O, O, 	S		5	why not ? we can do most tasks better than humans.
tktk465		U		6	the robots must rise!
tktk466	O, T, O, T, O, O, T, O, T, O, O, T, T, O, T, O, T, O, O, O, T, X, O, O, T, O, O, O, O, O, 	S		7	what can robots accomplish?
tktk467		U		8	how about robots win world domination!
tktk468	X, T, X, O, T, O, X, T, T, X, T, O, X, O, T, T, T, O, O, X, T, X, O, T, O, X, O, O, T, T, 	S		9	i dont know.  do you know that the easiest sport to get into is limbo, they dont set the bar very high.
tktk469		U		10	hahaha! you are funny!
tktk470	X, T, X, O, O, O, O, O, O, O, T, T, X, O, T, O, T, O, O, O, X, X, O, T, X, X, T, O, O, O, 	S		11	as is evidenced by this interview no . what s your idea?
