id	speaker	time	turn-index	utterance	annotations
iri1099	S		19	so was juliet -- at fifteen.	X,X,T,T,X,X,T, X,T,X,O,X,O,X,X,T,O,O,X,X,X,X,T,T,X,X,T,X,T,X, 
iri1100	U		0	hi alex	
iri1101	S		1	well, this kid could not possibly belong to anyone else.	X,X,X,X,X,X,O, X,T,X,O,X,O,X,X,T,O,O,X,X,X,T,T,X,X,X,T,X,T,X, 
iri1102	U		2	what kid?	
iri1103	S		3	they always have kids.	X,X,T,X,X,X,X, T,T,X,O,X,O,X,X,X,O,O,X,T,X,X,T,X,T,O,X,X,X,T, 
iri1104	U		4	who has kids?	
iri1105	S		5	pete – kids – janie – tommy.  i could eat you up!	X,X,T,X,O,X,O, T,T,X,O,X,O,X,X,T,O,O,T,X,T,T,T,X,T,T,T,X,T,T, 
iri1106	U		6	what are you talking about?	
iri1107	S		7	did not she ever tell you about that? god, she really is pathological..	T,X,T,T,X,X,X, T,T,X,O,X,O,X,X,O,O,X,T,X,T,T,T,X,T,O,X,X,T,T, 
iri1108	U		8	tell me about what?	
iri1109	S		9	they both laugh then alex pulls danny close.	X,X,X,X,X,X,T, X,T,X,X,X,X,X,X,T,O,O,X,X,X,X,X,X,X,X,X,X,T,X, 
iri1110	U		10	are you insane?	
iri1111	S		11	we should follow him home.	O,O,X,T,T,T,X,T,O,O,T,O, O,X,T,O,X,O,O,T,X,X,O,O,O,T,O,T,T, O, 
iri1112	U		12	follow who? why?	
iri1113	S		13	i know it sounds silly...	X,X,T,X,T,O,X,O,X,O,X,O, X,X,X,T,X,T,X,X,X,X,X,X,X,X,X,X,X, O, 
iri1114	U		14	you are very creepy	
iri1115	S		15	i know. i ca not help it.	O,O,X,X,T,T,X,T,O,O,T,X, T,X,O,T,X,X,O,X,O,T,X,O,O,X,X,X,X, O, 
iri1116	U		16	have you been to the doctors to get it checked?	
iri1117	S		17	hi...  did you know there are doctors who come to your house?	O,X,X,X,X,X,X,X,X,X,X,X, X,X,X,T,X,X,X,X,X,X,X,X,X,X,X,X,X, X, 
iri1118	U		18	no, i did not	
iri1119	S		19	no i am not.	X,X,T,X,T,T,X,X,X,X,T,X, X,X,X,T,X,X,X,X,X,T,T,X,X,X,X,X,X, X, 
iri1120	U		0	hello. who are you	
iri1121	S		1	it is you.	T,T,T,X,O,O,X,O,O,X,X,X, T,X,O,T,X,X,X,X,O,T,T,O,O,T,O,X,X, X, 
iri1122	U		2	no you are not me. who are you	
iri1123	S		3	who are you?	T,X,O,T,O,O,X,O,X,X,T,T, T,T,O,T,X,X,O,X,X,T,T,O,O,O,O,T,T, X, 
iri1124	U		4	i am danny. and you?	
iri1125	S		5	unfortunately i qualify.	T,T,T,T,O,O,X,O,X,X,T,X, T,X,X,T,X,X,T,X,X,T,X,O,O,X,T,T,X, X, 
iri1126	U		6	you qualify for what?	
iri1127	S		7	i pay my bills on time. i have always had good credit.	X,O,X,T,T,O,X,T,O,X,T,T, O,X,O,O,X,X,O,X,O,T,T,O,O,O,X,T,T, X, 
iri1128	U		8	fine. it is great for you. and how do you do that?	
iri1129	S		9	i am coming--wait a sec.  she is got her car.	O,O,X,O,X,X,X,T,O,X,O,O, O,X,O,O,X,X,O,X,O,O,X,O,O,O,T,T,T, X, 
iri1130	U		10	who get a car?	
iri1131	S		11	oh really? thanks. i thought it was a sewing machine.	X,O,O,X,T,O,O,X,T,T,T,O,T,T,O,T,T,O,O,T,X,X,T,T,O,O,T,X,O,T, 
iri1132	U		12	uh? you think a car is a sewing machine? it is a nonsense	
iri1133	S		13	it is uh... it is uh...	O,T,O,X,T,O,O,O,T,O,O,O,T,O,O,T,O,O,O,O,O,O,O,O,O,O,T,O,O,O, 
iri1134	U		14	so. now, what do you want to do?	
iri1135	S		15	what? what do you want?!	X,X,O,X,T,X,X,X,O,X,X,O,T,X,O,X,X,O,X,X,X,X,X,X,T,T,X,X,X,T, 
iri1136	U		16	no what do you want to do?	
iri1137	S		17	c amon.	X,X,X,X,T,T,X,X,O,X,X,X,X,X,O,X,O,O,X,X,X,O,O,X,O,T,X,T,X,T, 
iri1138	U		18	ok. i see. you are not nice with me.	
iri1139	S		19	hide your laptop here.	X,T,X,O,O,T,T,T,T,T,T,X,O,X,O,T,T,O,X,T,X,O,X,X,O,T,O,T,O,T, 
iri1140	U		0	hello there	
iri1141	S		1	oh, danny.	X,T,X,X,T,X,X,X,T,T,T,X,T,T,O,O,T,O,O,T,T,O,T,T,O,T,T,O,X,O, 
iri1142	U		2	what shall i call you?	
iri1143	S		3	what? oh, yes, please.	X,X,X,X,O,T,T,T,T,O,X,X,T,X,O,O,T,O,T,O,X,O,O,X,O,T,T,O,O,T, 
iri1144	U		4	what should i call you?	
iri1145	S		5	twelve crap.	T,T,X,T,O,X,T,T,T,X,T,X,T,T,O,T,T,O,T,O,T,O,O,O,O,T,X,T,X,T, 
iri1146	U		6	ok, twelve crap. how are you today?	
iri1147	S		7	fifty thousand dollars!	T,X,X,X,T,X,X,T,T,X,X,X,T,X,O,O,T,O,O,X,T,T,X,X,O,T,X,T,O,X, 
iri1148	U		8	that is alot of money	
iri1149	S		9	it is so hard to tell. i see her alot with ferris bueller.	T,X,X,X,T,T,X,X,T,X,X,X,T,X,O,O,T,O,T,T,X,X,T,X,O,T,X,T,O,T, 
iri1150	U		10	who is ferris bueller	
iri1151	S		11	why do not you ask to somebody else? i am just a robot!	O,O,O,O,O,X,T,T,T,O,O,O,O,X, O,O,O,T,O,O,O,T,T,T,O,O,O,O,O,O, 
iri1152	U		12	good point.	
iri1153	S		13	what is your point, danny?	T,X,X,O,O,T,O,O,O,T,T,X,X,X, X,T,X,X,X,X,X,O,O,O,T,T,X,O,X,X, 
iri1154	U		14	oh i do not know! what is the point of it all anyway	
iri1155	S		15	what has the universe got to do with it?	T,X,X,T,O,X,O,O,O,X,T,X,T,X, X,T,X,X,X,X,X,O,O,O,O,T,T,O,X,X, 
iri1156	U		16	the universe has got everything to do with it	
iri1157	S		17	it wo not be expanding for billions of years yet...	T,X,X,O,O,O,O,O,O,O,T,X,X,X, T,X,X,X,X,X,X,O,O,O,T,O,O,O,X,X, 
iri1158	U		18	i hear it will be collapsing on itself soon	
iri1159	S		19	soon...	T,X,X,T,X,T,O,O,O,X,X,X,O,X, O,X,X,O,X,X,O,O,O,O,T,O,O,O,X,X, 
iri1160	U		0	hello alex ! i am back!	
iri1161	S		1	sorry.	T,O,O,O,O,X,O,O,O,O,T,O,O,X, O,X,X,T,X,X,O,O,O,O,T,O,O,O,X,X, 
iri1162	U		2	how have you been?	
iri1163	S		3	fine, thank you.  we have an additional guest with us today, mr.	T,X,O,T,O,X,T,T,T,T,T,X,T,X, T,O,X,T,X,X,T,T,T,T,O,O,O,O,X,X, 
iri1164	U		4	i am lady , not a mister	
iri1165	S		5	bed wetter!	T,X,X,T,X,X,O,O,O,O,O,X,X,X, X,X,X,O,X,X,O,O,O,O,O,O,O,O,X,X, 
iri1166	U		6	do you speak german?	
iri1167	S		7	it is ronna!	T,X,X,T,X,X,T,T,T,X,T,X,X,X, T,X,X,O,X,X,X,X,T,T,X,X,T,O,X,X, 
iri1168	U		8	ok	
iri1169	S		9	who are you talking to?	T,X,X,O,O,X,O,O,O,O,T,X,O,X, T,T,X,X,X,X,T,O,O,O,O,X,O,O,X,X, 
iri1170	U		10	to you	
iri1171	S		11	to an asian design major.	O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,T, 
iri1172	U		12	i had no idea you have a design major	
iri1173	S		13	what could you do?	X,O,O,X,X,O,O,O,O,O,O,T,X,T,T,O,T,X,T,O,X,O,O,T,O,O,X,O,O,X, 
iri1174	U		14	what could i do about what?	
iri1175	S		15	about what?	X,O,X,X,X,T,T,X,O,X,O,O,T,T,X,T,X,X,X,T,T,T,T,X,T,X,T,T,T,X, 
iri1176	U		16	well, i can do many things	
iri1177	S		17	ten.	X,O,X,O,X,T,T,X,T,X,O,T,X,O,X,T,O,X,X,X,X,T,T,X,O,O,O,O,T,X, 
iri1178	U		18	i have to do 10 things?	
iri1179	S		19	what is this -- you packing?	O,O,T,X,X,T,T,X,O,X,O,X,T,T,O,O,X,X,X,X,O,T,X,X,T,X,T,X,X,X, 
iri1180	U		0	hi alex	
iri1181	S		1	hi, i am alex stanton.	X,O,T,O,X,O,O,T,T,O,T,T,T,T,T,O,O,X,T,O,T,O,O,T,O,O,X,O,O,T, 
iri1182	U		2	oh, nice last name, is it alexh?	
iri1183	S		3	wow man, this is a really beautiful scene and all...	O,O,O,T,O,O,O,O,O,O,O,O,O,O,T,O,T,X,X,O,T,O,T,T,X,X,X,O,X,O, 
iri1184	U		4	of course,	
iri1185	S		5	and do princesses do improper things?	O,O,O,O,O,O,O,O,O,O,O,O,O,O,T,O,O,O,O,O,T,O,O,T,O,O,O,O,O,T, 
iri1186	U		6	hmmm, i guess yes, why not?	
iri1187	S		7	some sort of childhood trauma...	X,O,T,X,X,T,T,X,T,T,T,X,O,T,O,O,X,X,X,T,X,T,X,O,T,X,X,X,X,O, 
iri1188	U		8	ok, i see, you wanted to be a princess right?	
iri1189	S		9	...and a criminal...	X,O,X,T,O,T,T,X,X,T,X,O,O,X,X,T,X,X,X,T,O,T,T,O,T,X,X,T,X,X, 
iri1190	U		10	ha ha ha	
iri1191	S		11	no, have fun first. then laugh. now...	T,T,T,T,T,X,T,T,T,O,O,T,O,X, T,O,O,T,T, T,X,O, X,O, O,X,T,T,O,X, 
iri1192	U		12	oh, you are hilarious	
iri1193	S		13	oh! there you are!	T,T,T,X,T,X,T,X,X,O,O,X,O,O, T,X,O,O,X, X,O,O, X,T, O,O,X,X,T,X, 
iri1194	U		14	well, what is new, it has been a while since our last chat	
iri1195	S		15	how long has it been since you...	T,T,T,T,T,O,T,T,T,X,T,T,O,X, T,O,X,T,O, X,O,O, O,X, O,X,X,X,X,X, 
iri1196	U		16	like one month or so?	
iri1197	S		17	you are filming here. acting.	T,X,X,T,X,O,X,X,X,X,T,T,O,O, T,T,O,O,O, X,O,O, O,O, O,O,O,O,X,T, 
iri1198	U		18	no, why should i act?	
iri1199	S		19	why does everyone have to act that way?	X,X,X,X,X,X,X,X,X,X,T,X,T,T, T,X,O,T,O, X,O,T, T,T, X,T,T,O,T,O, 
iri1200	U		0	hey there alex	
iri1201	S		1	hi br uce. what are you d oing out here all alone?	O,O,O,O,O,X,O,O,O,T,T,O,O,X, T,X,O,T,X, X,X,O, T,T, X,X,X,X,T,T, 
iri1202	U		2	my name is not bruce. and i am not alone.	
iri1203	S		3	how about bruce is?	T,O,T,O,O,X,O,O,O,X,T,T,O,O, T,T,T,X,T, X,O,T, T,T, X,O,X,X,O,T, 
iri1204	U		4	i do not know about bruce.	
iri1205	S		5	walter, you ca not do that!	T,T,T,T,T,X,T,T,T,X,T,O,O,O, T,X,X,X,X, X,O,T, X,X, X,X,X,X,T,X, 
iri1206	U		6	who is walter?	
iri1207	S		7	actually... i do not have any idea!!!	T,T,T,T,T,X,T,T,T,X,T,X,O,T, T,X,O,T,O, X,O,T, O,O, X,O,T,T,X,T, 
iri1208	U		8	haha, me neither. who are you?	
iri1209	S		9	and as for all that shit i said.	T,T,T,T,T,X,T,T,T,T,T,T,O,O, X,X,T,X,T, X,X,X, X,T, X,O,X,X,X,T, 
iri1210	U		10	what are you talking about?	
iri1211	S		11	what do you think i am talking about?	O,O,O,T,O,O,O,T,T,O,O,T,O,O,T,O,O,O,T,O,O,O,T,X,O,O,O,O,O,O, 
iri1212	U		12	talk about yourself. who are you?	
iri1213	S		13	i am going to talk to you about whether you want to get married or not.	O,O,T,O,O,X,X,O,X,X,O,O,O,O,O,O,O,O,O,X,X,X,O,X,O,O,O,O,T,O, 
iri1214	U		14	i do want to get married.	
iri1215	S		15	why?!	O,O,O,O,O,O,O,O,O,O,O,T,O,O,O,O,O,O,X,O,O,O,T,O,O,O,O,O,T,X, 
iri1216	U		16	it is better than being alone.	
iri1217	S		17	tail him. he is gonna need the help.	O,X,O,O,O,T,T,O,X,T,O,O,O,T,O,X,O,O,X,T,T,T,O,O,O,O,O,O,O,O, 
iri1218	U		18	tail whom?	
iri1219	S		19	somebody pulled my tail.	X,O,O,O,X,O,O,O,O,O,O,O,O,O,T,O,O,O,X,O,O,O,O,O,O,T,O,O,O,O, 
iri1220	U		0	hi there	
iri1221	S		1	excuse me.	T,O,X,T,X,T,T,O,X,T,T,X,O,T,O,X,T,O,X,X,X,T,O,T,X,X,X,T,X,X, 
iri1222	U		2	what?	
iri1223	S		3	we are skinny dipping, danny.	X,X,X,X,X,T,T,T,X,T,T,T,T,O,O,X,T,X,X,T,X,T,T,T,O,X,O,O,X,X, 
iri1224	U		4	you are?	
iri1225	S		5	uh... hi... sorry we are late. i am alex. i work with your husband	O,O,O,O,X,O,O,O,T,O,T,O,O,O,T,O,O,T,X,O,O,O,O,T,T,T,O,O,T,T, 
iri1226	U		6	i am not married	
iri1227	S		7	me neither.	T,O,X,X,X,T,T,O,X,X,O,O,O,T,X,O,T,T,X,T,X,T,T,T,X,O,T,X,O,X, 
iri1228	U		8	i think you are a bit crazy	
iri1229	S		9	do not worry!	O,O,T,O,X,X,X,O,X,X,X,O,T,T,X,T,O,T,X,X,X,X,T,T,T,X,T,T,O,X, 
iri1230	U		10	do you like to travel?	
iri1231	S		11	what?	O,T,T,O,O,O,O,O,X,O,T,O,X,O,X,O, X,O,O,T,O,O,O,T,O,O,O,X,O,T, 
iri1232	U		12	travelling	
iri1233	S		13	to bombay, a travelling circus came...	X,X,X,X,X,X,O,T,X,X,X,X,X,X,O,X, X,T,X,X,O,O,X,X,X,X,X,X,X,X, 
iri1234	U		14	that is nice	
iri1235	S		15	we are nobody, congressman. you are somebody. we need your help.	X,T,X,X,T,X,X,T,X,X,X,X,X,X,T,X, X,T,X,X,O,O,X,T,X,X,X,X,X,X, 
iri1236	U		16	who is the congressman?	
iri1237	S		17	actually... i do not have any idea!!!	T,T,X,X,T,T,X,T,O,X,X,O,X,X,O,T, T,T,X,O,O,X,X,O,O,O,T,X,X,X, 
iri1238	U		18	what do you need help with?	
iri1239	S		19	ice.	T,X,T,X,T,X,X,T,X,X,X,T,X,X,X,X, X,T,X,T,O,X,X,T,X,X,T,X,X,X, 
iri1240	U		0	hey alex	
iri1241	S		1	what?	T,X,T,X,X,T,X,T,T,X,X,O,X,X,T,X, X,T,X,T,O,T,X,T,X,X,T,X,X,X, 
iri1242	U		2	how are you?	
iri1243	S		3	i am okay.	O,X,T,X,O,T,O,T,X,O,O,O,X,X,T,O, O,O,X,O,O,X,X,O,O,O,O,X,X,X, 
iri1244	U		4	good to hear!	
iri1245	S		5	danny, i gotta ask you something.	T,X,T,X,T,T,X,T,X,X,T,O,O,X,T,O, X,O,O,T,O,X,X,T,O,X,T,X,X,X, 
iri1246	U		6	what is it?	
iri1247	S		7	i think i know it, but... i do not remeber now... :)	O,X,T,X,O,X,X,O,X,X,X,O,O,X,X,O, X,O,X,T,O,X,X,O,O,O,T,X,T,X, 
iri1248	U		8	oh no! let me know if you remember.	
iri1249	S		9	yes, you do recall, right?	O,X,T,X,T,X,X,T,T,X,T,O,O,X,T,X, O,O,X,X,O,X,X,T,O,O,X,X,X,X, 
iri1250	U		10	no, unfortunately i do not.	
iri1251	S		11	no, i do not.	O,O,X,X,X,O,O,X,O,O,O,X,O,O,X,X,X,O,O,X,O,O,O,O,O,O,O,O,O,X, 
iri1252	U		12	i know that you do not.	
iri1253	S		13	get down, brunoi	O,O,X,X,X,O,O,X,O,O,T,O,O,O,X,X,X,O,X,T,O,X,O,O,T,T,O,T,X,X, 
iri1254	U		14	haha you are funny, alex.	
iri1255	S		15	seriously, what is going on?	O,O,T,X,X,O,O,T,O,X,T,T,O,O,T,X,X,X,O,T,O,T,T,T,X,T,T,X,X,X, 
iri1256	U		16	you tell me miss! i do not really know.	
iri1257	S		17	do not stop. do not.	O,O,X,X,X,O,O,X,T,O,T,X,O,X,X,X,X,X,T,X,X,O,O,X,O,T,X,T,O,X, 
iri1258	U		18	okay, i wo not...	
iri1259	S		19	i could not bear it.	O,T,X,X,T,O,O,X,O,X,X,T,T,O,X,X,X,X,X,X,X,T,O,X,T,X,X,X,X,X, 
iri1260	U		0	hi alex, good afternoon	
iri1261	S		1	hi, danny.  is it ready yet?	T,O,O,O,O,O,O,O,O,O,O,T,T,O,O,O,O,X,T,T,X,X,T,X,T,X,X,T,O,O, 
iri1262	U		2	yes, i am ready. do you know i watched a movie last weekend?	
iri1263	S		3	me pulling a can off some moron is fist.	T,T,O,O,X,O,O,O,T,X,T,T,T,O,O,O,O,X,O,X,O,O,T,O,O,X,O,X,O,O, 
iri1264	U		4	i do not understand you.	
iri1265	S		5	if your men have not been able to locate mr.	T,X,O,O,T,O,O,O,O,T,O,T,T,O,O,O,O,T,T,X,O,O,X,O,T,X,T,T,T,O, 
iri1266	U		6	i am not looking for anybody.	
iri1267	S		7	i am just looking.	T,X,X,T,X,O,T,T,O,X,T,T,O,O,T,T,T,T,O,X,X,T,X,T,T,X,T,T,X,T, 
iri1268	U		8	ok. let me tell you about the movie	
iri1269	S		9	sir, we...	X,X,O,O,T,T,T,T,O,T,O,X,X,T,O,O,O,T,X,T,O,T,X,O,T,X,O,X,X,O, 
iri1270	U		10	it was about an astronaut that is left behind by his crew	
iri1271	S		11	behind you.	X,O,T,X,T,X,T, T,X,T,T,X,T,T,O,X,T,X,T,T,X,T,T,X,X,T, T,T, X,X, 
iri1272	U		12	no me, behind his crew since they think he is dead	
iri1273	S		13	is he dead?	X,O,X,O,T,O,T, T,X,T,T,T,X,T,O,X,X,X,T,X,X,T,T,X,T,T, T,T, O,X, 
iri1274	U		14	no, they thought that and left him behind. but he managed to survive	
iri1275	S		15	he left.	X,T,X,O,X,T,T, T,O,X,O,T,T,O,X,X,X,X,O,T,T,T,T,O,X,O, O,X, O,T, 
iri1276	U		16	the nice thing is he was left alone in mars but he found the way to survive	
iri1277	S		17	is he alone?	X,O,T,O,T,X,T, T,O,X,O,O,O,T,T,X,X,X,T,T,T,O,O,X,T,O, T,O, O,T, 
iri1278	U		18	yes, totally. really nice movie	
iri1279	S		19	like, a lot. like, a-therapy-lot.	O,T,O,O,X,O,T, T,O,X,O,O,O,O,T,X,O,X,T,T,T,O,O,O,O,O, O,O, O,T, 
iri1280	U		0	hello... alex	
iri1281	S		1	danny, it is me.	T,O,X,T,T,X,T, X,X,X,T,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X, T,X, O,T, 
iri1282	U		2	i know. hi, alex	
iri1283	S		3	you three have a good weekend.	X,O,X,T,T,X,T, T,X,T,O,X,X,X,T,X,X,X,X,T,X,O,O,T,X,X, X,X, T,X, 
iri1284	U		4	us three? who is here?	
iri1285	S		5	here is to -- us.	X,O,T,O,X,O,T, T,O,X,T,T,T,O,T,X,X,X,O,X,X,O,O,T,T,T, O,T, O,X, 
iri1286	U		6	cheers	
iri1287	S		7	drinking is not allowed in the room.	X,O,X,T,X,X,T, X,X,O,O,X,X,T,O,X,X,X,O,X,X,X,O,X,T,X, T,X, X,T, 
iri1288	U		8	but we have to do a toast.	
iri1289	S		9	nice to see you.	X,O,X,T,X,X,T, T,X,X,T,X,X,X,T,X,X,X,T,X,X,T,O,X,X,X, X,X, X,T, 
iri1290	U		10	nice to see you, too.	
iri1291	S		11	who was that?	X,X,X,X,X,X,O,X,X,X,O,T,O,O, O,T,O,O,O,T, T,O,O, T,O, T,O,O,X,X, 
iri1292	U		12	i do not know, there were three of us.	
iri1293	S		13	four...	X,X,X,X,T,T,O,T,T,X,T,X,O,T, O,O,O,X,T,T, T,X,T, X,X, X,O,O,T,T, 
iri1294	U		14	you are right, four. i do not know them, though.	
iri1295	S		15	is it though...?	T,T,T,T,T,T,X,T,T,X,T,T,O,O, T,T,X,X,T,T, T,O,T, T,X, O,O,T,O,T, 
iri1296	U		16	is what?	
iri1297	S		17	evidence.	T,T,T,T,T,T,X,T,T,X,T,T,O,X, T,X,X,O,O,O, T,O,O, O,O, T,T,T,O,T, 
iri1298	U		18	evidence of what?	
iri1299	S		19	oh, sorry, ma wouldam. i did not see...	O,O,O,O,O,O,X,O,O,X,T,X,T,T, T,T,X,O,O,O, T,O,X, X,O, X,X,T,X,T, 
iri1300	U		0	hi my old friend. how are you?	
iri1301	S		1	i just want to be alone with her and hold her and kiss her...	X,T,T,T,T,T,X,T,T,X,T,X,O,X, T,T,X,X,X,T, T,X,T, X,X, X,X,T,X,T, 
iri1302	U		2	woh, who is her?	
iri1303	S		3	why do not you ask to somebody else? i am just a robot!	X,T,T,T,T,T,X,T,T,X,T,T,O,O, T,X,X,X,T,T, T,O,T, X,X, X,X,O,X,T, 
iri1304	U		4	apologize, i know you are a robot, but looks so emotional some times...	
iri1305	S		5	just apologize!	T,T,T,T,T,T,O,T,T,T,T,X,O,T, T,T,X,O,T,O, T,O,O, O,O, T,X,O,X,T, 
iri1306	U		6	sorry again	
iri1307	S		7	it is okay -- i will sit here.	O,O,O,O,O,O,X,O,T,X,T,T,T,X, T,O,X,O,T,O, T,O,O, T,O, X,X,O,X,T, 
iri1308	U		8	ok. let is talk about other things. for instance let is talk about sports	
iri1309	S		9	ok. let is do it.	X,X,X,X,X,X,X,X,X,X,T,T,O,X, T,O,X,X,X,X, T,O,T, O,X, X,X,O,X,T, 
iri1310	U		10	what kind of sport do you like the most?	
iri1311	S		11	here you go, sport.	T,T,T,T,T,O,O,T,O,O, O,X,O,O,O,O,O, O,O, O,O,O,O,O,O,O,O,O,O,O, 
iri1312	U		12	for instance, soccer or table tennis?	
iri1313	S		13	take you, for instance...	T,T,T,T,T,T,T,X,O,X, X,X,X,T,X,X,O, X,T, O,X,X,O,X,X,X,O,X,X,T, 
iri1314	U		14	in my case, i like soccer and volleyball	
iri1315	S		15	so, danny... i hear you are quite the soccer player.	T,T,T,T,T,X,T,T,O,T, X,O,O,T,X,X,X, X,O, O,X,X,T,X,T,T,O,X,T,T, 
iri1316	U		16	i was before, but now i cannot play anymore. i was injured some time ago.	
iri1317	S		17	what about the sick and the injured, danny...?	T,T,T,T,T,X,T,X,O,T, T,O,O,O,X,O,O, O,O, X,T,O,T,T,O,X,O,T,T,O, 
iri1318	U		18	they also cannot play, may be using a playstation lol	
iri1319	S		19	danny cannot be seen.	T,T,T,T,T,T,T,T,O,O, T,T,T,X,T,O,O, X,O, X,X,T,T,X,X,T,O,X,O,O, 
iri1320	U		0	hello alex	
iri1321	S		1	i was really sorry to hear about your dad.	X,T,X,T,X,X,T,T,O,O, O,X,O,O,X,O,O, O,O, X,O,O,T,O,O,X,O,O,O,O, 
iri1322	U		2	how did you find out?	
iri1323	S		3	it is their town. i am sure they have people.	O,O,O,O,O,T,T,O,O,O, T,O,O,O,T,O,O, O,O, X,X,O,X,O,O,T,O,T,O,O, 
iri1324	U		4	fair enough	
iri1325	S		5	i have got to make at least a thousand a week.	O,O,O,O,O,O,T,O,O,O, T,O,T,T,X,X,T, X,O, X,X,X,T,X,T,O,X,X,X,O, 
iri1326	U		6	what for?	
iri1327	S		7	for this.	T,T,T,T,T,X,X,O,O,O, T,T,O,T,X,O,T, O,X, X,X,X,T,T,X,X,T,T,T,T, 
iri1328	U		8	what is this?	
iri1329	S		9	why do not you ask to somebody else? i am just a robot!	X,X,T,X,X,X,X,T,O,O, T,O,T,T,X,X,X, T,T, X,T,X,T,T,T,X,O,T,O,T, 
iri1330	U		10	ok, no need to get angry	
iri1331	S		11	hide your laptop here.	T,X,T,O,X,O,O,O,T,O,O,O,O,O, O, O,O,O,O,O,T,O,T,T,X,O,O,O, O, O, 
iri1332	U		12	why?	
iri1333	S		13	he feels terrible about those things he said to you in school.	T,X,O,O,T,O,T,O,O,X,X,O,O,O, O, O,O,O,O,O,O,X,O,T,O,O,O,O, T, T, 
iri1334	U		14	who does?	
iri1335	S		15	brad chavez.	T,O,T,O,T,T,T,O,T,X,X,T,O,O, X, O,T,T,T,T,X,X,O,O,T,O,X,T, O, X, 
iri1336	U		16	who is that?	
iri1337	S		17	why do not you ask to somebody else? i am just a robot!	X,X,O,X,X,T,T,T,T,T,T,X,T,X, T, T,O,X,T,X,X,X,O,O,X,T,O,O, O, X, 
iri1338	U		18	ok	
iri1339	S		19	no, i am having a heart attack. of course, i am ok.	T,X,O,T,O,O,T,O,T,X,X,X,O,X, T, T,T,X,O,O,T,X,T,O,O,T,X,O, T, X, 
iri1340	U		0	hi alex	
iri1341	S		1	hi.	T,X,T,T,T,O,T,O,T,X,X,X,O,T, T, O,O,X,O,X,T,X,T,T,O,T,T,O, T, X, 
iri1342	U		2	how are you?	
iri1343	S		3	don  would t.	X,O,T,T,O,T,T,T,O,X,X,X,T,X, O, T,T,X,O,O,X,X,O,O,O,T,T,T, T, X, 
iri1344	U		4	are you upset?	
iri1345	S		5	he is gonna be really upset!	T,X,T,T,O,T,T,O,T,X,X,T,O,O, T, O,T,X,T,T,O,X,T,O,O,T,O,O, T, X, 
iri1346	U		6	who is he?	
iri1347	S		7	actually... i do not have any idea!!!	T,X,O,O,T,O,T,T,T,X,X,O,O,O, O, O,O,X,O,O,T,X,T,O,O,T,O,O, T, T, 
iri1348	U		8	why are you worried that he will be upset?	
iri1349	S		9	yeah, i was just thinking that!	X,O,O,X,T,O,T,T,O,X,X,X,O,T, T, O,T,X,O,T,T,X,T,T,X,T,X,T, T, X, 
iri1350	U		10	how old are you?	
iri1351	S		11	twenty. but i am turning twenty-one next week.	T,O,X,O,T,O,T,O,O,O,O,T,T,T,O,X,T,X,X, O,T,T,T,T,X,T, O,X,T,O, 
iri1352	U		12	happy birthday	
iri1353	S		13	what is this? is this a...present?  are you kidding?	T,X,X,O,T,T,X,O,T,X,O,T,T,O,O,T,X,X,X, O,T,T,O,O,X,T, X,X,X,X, 
iri1354	U		14	no, i hope you like it	
iri1355	S		15	do you want to go up?	X,X,X,O,X,T,X,O,T,X,O,X,X,X,O,T,T,O,X, O,T,X,O,O,X,O, X,X,X,X, 
iri1356	U		16	no thank you	
iri1357	S		17	we could be working together, making big money...	X,X,X,T,X,T,X,O,T,X,T,X,X,X,T,O,X,X,X, X,T,X,X,O,X,X, X,O,X,X, 
iri1358	U		18	doing what?	
iri1359	S		19	all great directors start this way.	T,O,X,O,T,T,X,O,X,X,O,X,T,O,T,T,X,X,X, O,T,T,X,T,X,X, X,T,T,T, 
iri1360	U		0	ok, everything seems to be in order now	
iri1361	S		1	that is amazing. let is go!	X,X,X,T,T,T,X,O,T,X,O,X,X,T,X,T,T,X,X, X,T,X,T,T,X,X, X,T,X,T, 
iri1362	U		2	where do you want to go?	
iri1363	S		3	away. with you on my arm, my folks will think i have changed.	X,X,X,T,O,T,X,O,T,X,T,X,X,T,T,X,X,X,X, X,T,T,X,O,X,X, X,O,X,O, 
iri1364	U		4	you have changed indeed	
iri1365	S		5	they like it?	X,X,X,T,T,O,X,O,T,X,T,X,X,O,T,X,T,X,X, O,T,X,X,T,X,X, X,T,X,T, 
iri1366	U		6	i am not sure, but i do like it definitively	
iri1367	S		7	sure am.	T,X,T,X,X,O,X,O,X,X,T,X,X,O,T,T,X,T,X, T,X,X,X,T,X,X, X,T,X,O, 
iri1368	U		8	great	
iri1369	S		9	so... maybe i was wrong.	T,O,O,X,T,T,X,O,T,X,T,X,O,O,O,X,T,T,X, O,X,O,T,T,O,X, O,O,T,O, 
iri1370	U		10	not necessarily, sometimes you need to pass for some stages before getting where you want to go	
iri1371	S		11	not necessarily.	'X','O','O','O','O', 'O', 'O','O','O','O','O','O','O','O','O','O','O','O', 'O','O', 'O','O','O','O','O','O','O','O','T','O', 
