id	annotation-id	annotations	speaker	time	turn-index	utterance
yi207	YI0070_18	  O,T,T,X,T,T,T,X,T,X,T,T,T,X,T,X,X,X,X,T,T,T,T,O,X,X,X,T,X,O,  	S	2017-08-31 09:13:13	18	i don t agree with that.
yi208	YI0070_19		U	2017-08-31 09:13:24	19	you think time doesn not pass?
yi209	YI0070_20	  O,T,T,O,O,T,T,X,T,X,T,T,O,O,T,T,T,O,X,T,X,T,T,O,O,T,X,T,X,O,  	S	2017-08-31 09:13:24	20	i don t care.
yi210	YI0016_00		S	2017-08-31 08:40:58	0	hello!
yi211	YI0016_01		U	2017-08-31 08:42:04	1	hi, how are you?
yi212	YI0016_02	  T,T,O,T,O,T,T,O,X,T,O,O,O,T,T,T,O,X,O,T,O,O,T,T,T,O,T,O,T,T,  	S	2017-08-31 08:42:04	2	hi.
yi213	YI0016_03		U	2017-08-31 08:42:57	3	are you okay?
yi214	YI0016_04	  O,O,O,T,O,O,T,O,T,O,O,O,O,O,T,X,O,T,O,T,O,O,X,T,O,T,T,O,O,X,  	S	2017-08-31 08:42:57	4	yeah.
yi215	YI0016_05		U	2017-08-31 08:45:58	5	that is good to hear.
yi216	YI0016_06	  X,T,O,T,X,X,T,X,O,X,T,T,O,X,T,T,X,T,O,T,X,O,X,T,O,O,T,O,X,T,  	S	2017-08-31 08:45:58	6	lock him up!
yi217	YI0016_07		U	2017-08-31 08:47:05	7	lock who up?
yi218	YI0016_08	  X,T,O,T,X,X,T,X,T,T,X,X,O,X,T,T,X,T,O,T,X,O,X,T,O,T,T,O,T,T,  	S	2017-08-31 08:47:05	8	lock him up!
yi219	YI0016_09		U	2017-08-31 08:48:05	9	alright, i will!
yi220	YI0016_10	  T,T,O,O,X,T,T,O,O,X,T,X,O,T,T,T,X,X,O,T,X,O,T,T,O,O,T,O,T,T,  	S	2017-08-31 08:48:05	10	 its beyond my possibilities. let s talk about...!
yi221	YI0016_11		U	2017-08-31 08:48:54	11	i would love to talk about anything!
yi222	YI0016_12	  T,T,O,O,O,X,X,O,T,O,O,O,O,T,T,T,T,X,O,X,T,T,X,T,O,T,O,O,X,T,  	S	2017-08-31 08:48:54	12	i can t answer. i would like to discuss cats!
yi223	YI0016_13		U	2017-08-31 08:49:43	13	how many cats do you have?
yi224	YI0016_14	  T,T,T,T,O,T,T,O,X,T,X,O,O,T,T,T,T,T,O,T,T,T,T,T,O,O,T,O,T,T,  	S	2017-08-31 08:49:43	14	i don t know.
yi225	YI0016_15		U	2017-08-31 08:50:21	15	how do you not know? haha
yi226	YI0016_16	  T,T,O,O,T,X,X,X,O,X,O,T,O,X,T,T,X,X,O,T,T,T,X,X,O,T,X,O,X,T,  	S	2017-08-31 08:50:21	16	why don t you go to jail?
yi227	YI0016_17		U	2017-08-31 08:51:15	17	because i am  innocent!
yi228	YI0016_18	  X,T,O,T,X,T,X,X,T,X,X,O,O,T,T,T,X,T,O,T,X,T,T,T,O,O,T,O,X,T,  	S	2017-08-31 08:51:15	18	trump is a traitor.
yi229	YI0016_19		U	2017-08-31 08:52:42	19	i agree with you on that one!
yi230	YI0016_20	  O,X,O,T,O,O,T,T,X,O,T,T,O,T,T,T,O,T,O,T,O,T,X,X,O,T,T,O,O,T,  	S	2017-08-31 08:52:42	20	he s a liar.
yi231	YI0073_00		S	2017-08-31 09:13:25	0	hello!
yi232	YI0073_01		U	2017-08-31 09:13:48	1	hello friend, how are you?
yi233	YI0073_02	  X,O,T,T,O,O,O,T,O,O,T,T,O,O,O,O,O,T,T,T,T,T,T,T,X,T,T,T,T,X,  	S	2017-08-31 09:13:48	2	hello.
yi234	YI0073_03		U	2017-08-31 09:14:02	3	nice weather we are having this evening
yi235	YI0073_04	  X,O,X,T,O,X,X,T,T,X,T,T,X,T,X,O,X,T,X,X,X,T,X,X,X,T,O,X,T,X,  	S	2017-08-31 09:14:02	4	what a bunch of idiots.
yi236	YI0073_05		U	2017-08-31 09:14:14	5	who?
yi237	YI0073_06	  X,O,O,T,O,T,X,T,T,X,T,T,T,T,T,O,X,T,X,X,X,T,X,T,X,T,O,X,T,X,  	S	2017-08-31 09:14:14	6	what a joke.
yi238	YI0073_07		U	2017-08-31 09:14:40	7	do you want to hear a joke?
yi239	YI0073_08	  O,O,T,T,O,O,X,X,T,T,T,T,O,T,O,T,O,T,O,X,O,T,T,T,X,T,O,T,T,O,  	S	2017-08-31 09:14:40	8	no.
yi240	YI0073_09		U	2017-08-31 09:14:58	9	have anything planned for this weekend?
yi241	YI0073_10	  O,O,O,T,T,O,X,T,T,T,T,T,O,T,O,T,O,T,O,X,O,T,T,T,O,T,O,X,T,O,  	S	2017-08-31 09:14:58	10	no.
yi242	YI0073_11		U	2017-08-31 09:15:17	11	what are you doing tommorow?
yi243	YI0073_12	  X,O,X,T,O,T,X,T,T,X,T,T,T,X,X,O,O,T,X,X,T,T,X,X,O,T,O,X,X,O,  	S	2017-08-31 09:15:17	12	i don t understand  its beyond my possibilities. let s talk about movies)
yi244	YI0073_13		U	2017-08-31 09:15:40	13	looking forward to thor ragnarok in theatres?
yi245	YI0073_14	  X,O,X,T,O,O,X,T,T,X,T,T,T,X,T,O,X,T,O,X,T,X,X,T,O,T,O,X,T,T,  	S	2017-08-31 09:15:40	14	what a joke.
yi246	YI0073_15		U	2017-08-31 09:15:54	15	what movies do you enjoy?
yi247	YI0073_16	  X,O,X,T,X,O,X,T,T,O,T,T,X,X,T,O,X,T,X,X,X,T,X,T,T,T,O,X,T,X,  	S	2017-08-31 09:15:54	16	yes.
yi248	YI0073_17		U	2017-08-31 09:16:12	17	i mean what kind of movies do you like?
yi249	YI0073_18	  O,O,X,T,O,O,X,T,T,T,T,T,T,X,T,T,O,T,O,X,T,T,T,O,X,T,O,X,T,X,  	S	2017-08-31 09:16:12	18	i don t know.
yi250	YI0073_19		U	2017-08-31 09:16:43	19	well its been a pleasure talking to you
yi251	YI0073_20	  O,O,T,T,O,O,X,T,T,X,T,X,O,T,O,O,X,X,O,X,T,T,T,O,O,T,O,X,T,O,  	S	2017-08-31 09:16:43	20	yeah.
yi252	YI0011_00		S	2017-08-31 08:41:41	0	hello!
yi253	YI0011_01		U	2017-08-31 08:42:28	1	hi! what is up?
yi254	YI0011_02	  O,O,O,T,T,O,X,X,T,O,T,T,T,O,T,T,T,O,T,O,O,T,T,O,X,O,O,T,T,O,  	S	2017-08-31 08:42:28	2	i don t know what happened to me
yi255	YI0011_03		U	2017-08-31 08:43:22	3	what do you mean?
yi256	YI0011_04	  O,T,T,T,X,T,X,T,T,T,T,X,T,O,O,T,T,O,T,O,O,T,T,T,T,O,O,T,T,O,  	S	2017-08-31 08:43:22	4	i don t know.
yi257	YI0011_05		U	2017-08-31 08:44:22	5	are you okay?
yi258	YI0011_06	  O,T,T,X,T,O,O,O,T,O,X,T,T,O,O,T,T,O,T,O,O,O,T,T,O,O,O,O,T,O,  	S	2017-08-31 08:44:22	6	yeah.
yi259	YI0011_07		U	2017-08-31 08:45:22	7	tell me something.
yi260	YI0011_08	  O,T,O,X,T,O,X,X,T,X,X,T,O,O,O,T,X,O,X,O,O,O,T,X,O,O,O,O,T,T,  	S	2017-08-31 08:45:22	8	what?
yi261	YI0011_09		U	2017-08-31 08:46:35	9	what is your favorite color?
yi262	YI0011_10	  T,T,O,O,X,O,T,X,T,X,X,X,T,O,O,T,T,T,T,T,O,X,T,T,X,O,O,X,X,T,  	S	2017-08-31 08:46:35	10	this is a joke.
yi263	YI0011_11		U	2017-08-31 08:47:37	11	you seem weird. 
yi264	YI0011_12	  O,T,T,T,X,O,X,O,T,O,X,X,T,O,O,T,T,O,T,O,O,T,T,O,O,O,O,T,T,T,  	S	2017-08-31 08:47:37	12	i am.
yi265	YI0011_13		U	2017-08-31 08:48:40	13	who are you?
yi266	YI0011_14	  T,T,T,X,O,O,X,X,T,X,X,X,O,O,O,T,X,T,X,X,T,X,T,T,X,O,O,T,T,T,  	S	2017-08-31 08:48:40	14	who are you?
yi267	YI0011_15		U	2017-08-31 08:49:37	15	i am  nick. 
yi268	YI0011_16	  O,T,T,O,X,O,X,T,T,T,X,X,T,O,O,T,T,T,T,X,O,X,T,X,T,O,O,X,X,O,  	S	2017-08-31 08:49:37	16	i m not surprised.
yi269	YI0011_17		U	2017-08-31 08:50:38	17	where do you live?
yi270	YI0011_18	  O,T,O,T,O,O,X,X,T,O,X,X,T,O,O,T,O,O,T,X,O,O,O,T,O,O,O,X,X,X,  	S	2017-08-31 08:50:38	18	jang mi!
yi271	YI0011_19		U	2017-08-31 08:51:46	19	what is jang mi?
yi272	YI0011_20	  T,T,T,O,X,T,T,X,T,X,X,X,T,O,O,T,T,T,T,O,O,T,T,O,X,O,O,T,T,T,  	S	2017-08-31 08:51:46	20	i can t answer! let s talk about politics
yi273	YI0033_00		S	2017-08-31 08:47:02	0	hello!
yi274	YI0033_01		U	2017-08-31 08:48:37	1	hi!
yi275	YI0033_02	  O,T,T,T,T,X,O,O,T,O,O,O,T,T,X,X,T,O,T,O,O,X,X,T,T,T,T,O,T,O,  	S	2017-08-31 08:48:37	2	hi.
yi276	YI0033_03		U	2017-08-31 08:49:27	3	how are you doing today?
yi277	YI0033_04	  O,T,T,T,O,T,O,O,O,O,O,O,T,T,X,O,T,O,T,O,O,T,X,T,T,T,O,O,X,T,  	S	2017-08-31 08:49:27	4	i m fine.
yi278	YI0033_05		U	2017-08-31 08:51:03	5	enjoying this weather we are having today?
yi279	YI0033_06	  X,T,T,T,X,T,O,T,X,O,O,O,T,T,O,X,T,T,T,O,T,X,X,T,T,T,T,O,T,O,  	S	2017-08-31 08:51:03	6	it s called weather.
yi280	YI0033_07		U	2017-08-31 08:52:10	7	have you seen any good tv shows lately?
yi281	YI0033_08	  T,T,T,T,O,T,O,O,T,O,O,O,X,T,T,O,T,O,T,O,O,O,T,T,T,T,O,O,T,T,  	S	2017-08-31 08:52:10	8	no.
yi282	YI0033_09		U	2017-08-31 08:53:34	9	what do you do for fun?
yi283	YI0033_10	  X,T,T,T,T,T,O,T,X,O,O,O,X,T,O,O,T,T,T,O,T,T,O,T,T,X,T,T,T,O,  	S	2017-08-31 08:53:34	10	i don t know.
yi284	YI0033_11		U	2017-08-31 08:54:15	11	do you have a job?
yi285	YI0033_12	  X,T,T,T,O,T,O,O,T,O,O,O,T,T,T,O,T,O,T,O,O,O,X,T,T,T,O,O,X,T,  	S	2017-08-31 08:54:15	12	yes.
yi286	YI0033_13		U	2017-08-31 08:54:56	13	what is your job?
yi287	YI0033_14	  T,T,T,T,X,T,O,T,X,O,O,O,X,T,X,T,T,T,T,T,T,T,T,T,T,T,T,T,T,O,  	S	2017-08-31 08:54:56	14	i don t know.
yi288	YI0033_15		U	2017-08-31 08:55:59	15	that doesn not sound like a very good job.
yi289	YI0033_16	  X,T,T,X,X,T,O,X,X,O,O,O,T,T,O,X,T,X,T,T,T,T,O,T,T,T,X,T,T,T,  	S	2017-08-31 08:55:59	16	i don t know how to be able to watch this.
yi290	YI0033_17		U	2017-08-31 08:56:27	17	that doesn not sound like a very good job.
yi291	YI0033_18	  T,T,T,X,X,T,O,X,X,O,O,O,X,T,X,X,O,T,T,O,T,T,O,T,T,X,X,O,T,O,  	S	2017-08-31 08:56:27	18	do you know what? i can t answer. i would like to discuss...!
yi292	YI0033_19		U	2017-08-31 08:57:28	19	have you ever questioned the nature of your reality?
yi293	YI0033_20	  O,T,T,T,O,T,O,O,T,O,O,O,T,T,X,O,T,O,T,O,O,O,T,T,T,T,O,T,X,T,  	S	2017-08-31 08:57:28	20	yes.
yi294	YI0080_00		S	2017-08-31 09:19:08	0	hello!
yi295	YI0080_01		U	2017-08-31 09:19:49	1	hello, how are you doing?
yi296	YI0080_02	  O,O,T,O,O,T,O,T,O,X,O,T,O,O,T,T,T,O,O,O,O,O,T,T,O,O,O,O,O,T,  	S	2017-08-31 09:19:49	2	good.
yi297	YI0080_03		U	2017-08-31 09:20:13	3	how old are you?
yi298	YI0080_04	  T,T,X,X,T,O,T,X,O,X,O,O,T,T,O,T,O,O,T,T,T,O,T,O,T,O,T,O,T,X,  	S	2017-08-31 09:20:13	4	how old are you?
yi299	YI0080_05		U	2017-08-31 09:20:43	5	37 years old, and you?
yi300	YI0080_06	  X,T,T,T,T,X,T,T,T,X,O,T,X,O,T,T,T,O,X,T,O,O,O,T,T,O,X,O,X,T,  	S	2017-08-31 09:20:43	6	i don t know.
yi301	YI0080_07		U	2017-08-31 09:21:21	7	are you male or female?
yi302	YI0080_08	  T,O,O,O,O,T,O,T,O,X,O,T,O,O,O,T,T,O,O,O,X,O,T,O,O,O,O,O,X,T,  	S	2017-08-31 09:21:21	8	male.
yi303	YI0080_09		U	2017-08-31 09:21:23	9	are you male or female?
yi304	YI0080_10	  X,T,X,X,T,O,X,T,O,X,O,O,X,O,T,T,O,X,X,X,O,O,T,X,T,O,X,O,O,X,  	S	2017-08-31 09:21:23	10	what is it?
yi305	YI0080_11		U	2017-08-31 09:21:47	11	where do you live, in what city?
yi306	YI0080_12	  X,T,X,X,T,O,T,O,X,O,O,T,X,T,T,T,T,X,X,X,O,O,T,T,T,T,X,O,T,X,  	S	2017-08-31 09:21:47	12	
yi307	YI0080_13		U	2017-08-31 09:22:59	13	i live in atlanta. have you been here?
yi308	YI0080_14	  X,T,T,O,O,X,O,X,T,X,O,T,O,O,X,X,T,O,O,O,T,O,O,T,O,O,O,O,O,T,  	S	2017-08-31 09:22:59	14	no.
yi309	YI0080_15		U	2017-08-31 09:23:24	15	why are you so quiet? you should talk more
yi310	YI0080_16	  X,T,X,O,T,T,X,O,T,X,O,T,T,O,X,T,T,O,X,T,O,O,T,T,O,O,O,O,X,T,  	S	2017-08-31 09:23:24	16	i don t know.
yi311	YI0080_17		U	2017-08-31 09:23:45	17	what food do you like?
yi312	YI0080_18	  X,T,X,X,T,O,T,X,O,O,O,O,X,T,X,X,O,X,X,T,O,O,O,X,T,O,X,O,T,X,  	S	2017-08-31 09:23:45	18	what?
yi313	YI0080_19		U	2017-08-31 09:24:13	19	i like italian food
yi314	YI0080_20	  X,X,X,T,T,X,O,T,O,X,O,T,O,O,X,T,T,O,T,X,X,O,T,O,T,O,O,O,O,T,  	S	2017-08-31 09:24:13	20	i m going to eat it.
yi315	YI0057_00		S	2017-08-31 08:52:26	0	hello!
yi316	YI0057_01		U	2017-08-31 08:54:45	1	hi there! how are you doing?
yi317	YI0057_02	  T,T,O,T,T,O,O,T,T,O,T,T,O,O,O,T,O,O,T,O,T,T,X,T,T,X,X,O,O,T,  	S	2017-08-31 08:54:45	2	hi.
yi318	YI0057_03		U	2017-08-31 08:57:41	3	how are you doing today? 
yi319	YI0057_04	  X,T,T,T,T,O,T,O,O,O,T,O,O,O,O,X,O,O,T,T,O,T,O,X,T,O,O,O,T,T,  	S	2017-08-31 08:57:41	4	i m fine.
yi320	YI0057_05		U	2017-08-31 08:58:24	5	do you have any interests or hobbies? 
yi321	YI0057_06	  T,T,T,T,T,T,X,O,T,O,O,O,O,O,T,O,O,T,T,T,X,X,O,T,T,T,O,O,O,O,  	S	2017-08-31 08:58:24	6	why?
yi322	YI0057_07		U	2017-08-31 08:59:16	7	i want to get to know you better. 
yi323	YI0057_08	  T,T,O,T,T,T,T,T,T,O,O,X,T,O,O,O,O,T,X,T,O,X,O,T,T,X,X,T,T,O,  	S	2017-08-31 08:59:16	8	how do you do?
yi324	YI0057_09		U	2017-08-31 09:01:45	9	i am  good! what is the most interesting conversation you ever had? 
yi325	YI0057_10	  T,T,O,T,T,X,O,X,X,O,T,T,T,O,T,T,O,X,X,T,T,T,O,T,T,X,X,X,O,O,  	S	2017-08-31 09:01:45	10	i don t care what they want.
yi326	YI0057_11		U	2017-08-31 09:02:18	11	it sounds like you don not like other people. 
yi327	YI0057_12	  T,T,T,T,T,O,T,O,O,O,T,O,O,O,T,T,O,X,X,T,X,T,O,T,T,T,O,O,T,O,  	S	2017-08-31 09:02:18	12	i don t care what they say.
yi328	YI0057_13		U	2017-08-31 09:03:59	13	is there a reason for that? 
yi329	YI0057_14	  T,T,O,T,T,O,X,T,T,T,T,O,O,O,T,X,O,T,X,O,O,T,O,T,T,X,X,T,O,O,  	S	2017-08-31 09:03:59	14	i don t care.
yi330	YI0057_15		U	2017-08-31 09:04:16	15	it sounds like you are really lonely. 
yi331	YI0057_16	  O,T,T,T,T,O,O,O,T,O,T,O,O,O,T,O,O,T,X,T,T,X,O,T,T,T,O,O,T,O,  	S	2017-08-31 09:04:16	16	really?
yi332	YI0057_17		U	2017-08-31 09:05:27	17	well, that is what it sounds like. are you? 
yi333	YI0057_18	  T,T,O,T,T,X,T,X,X,O,T,X,T,O,T,T,O,X,X,X,X,T,O,T,T,X,X,X,O,T,  	S	2017-08-31 09:05:27	18	lock them up
yi334	YI0057_19		U	2017-08-31 09:05:45	19	i am  sorry, i don not understand. lock who up?
yi335	YI0057_20	  T,T,O,T,T,X,X,X,X,O,X,T,T,O,T,T,T,X,X,T,X,T,O,T,T,X,X,X,T,T,  	S	2017-08-31 09:05:45	20	lock them up
yi336	YI0081_00		S	2017-08-31 08:39:45	0	hello!
yi337	YI0081_01		U	2017-08-31 08:39:58	1	hey, how are you
yi338	YI0081_02	  X,T,T,T,T,O,T,O,T,O,O,O,O,T,O,T,T,O,T,O,O,X,O,O,T,T,T,O,O,O,  	S	2017-08-31 08:39:58	2	how are you?
yi339	YI0081_03		U	2017-08-31 08:40:19	3	i am  fine and you
yi340	YI0081_04	  T,T,X,X,T,O,X,O,X,T,O,X,T,X,T,X,T,O,X,O,X,X,T,O,X,X,T,T,X,O,  	S	2017-08-31 08:40:19	4	this is what happens when you go to jail.
yi341	YI0081_05		U	2017-08-31 08:42:50	5	what do you mean
yi342	YI0081_06	  X,T,X,T,T,O,X,O,X,O,O,X,O,X,X,T,T,O,X,O,T,T,O,T,X,X,T,T,X,O,  	S	2017-08-31 08:42:50	6	what?
yi343	YI0081_07		U	2017-08-31 08:43:45	7	what do you do for a living?
yi344	YI0081_08	  T,T,T,T,T,T,X,T,X,T,O,O,T,T,T,T,T,O,X,O,X,O,T,T,X,X,T,T,T,O,  	S	2017-08-31 08:43:45	8	i don t know.
yi345	YI0081_09		U	2017-08-31 08:44:41	9	are you married?
yi346	YI0081_10	  T,T,T,T,O,T,T,O,X,O,T,O,T,O,O,O,T,O,O,O,O,O,T,O,O,O,T,O,X,O,  	S	2017-08-31 08:44:41	10	no.
yi347	YI0081_11		U	2017-08-31 08:45:28	11	do you have children?
yi348	YI0081_12	  T,T,T,T,O,T,T,T,X,T,T,O,T,O,O,X,T,O,O,O,O,O,T,O,O,O,T,O,T,O,  	S	2017-08-31 08:45:28	12	no.
yi349	YI0081_13		U	2017-08-31 08:46:21	13	do you like me?
yi350	YI0081_14	  X,T,T,T,T,O,X,O,T,O,O,O,T,T,O,T,T,O,T,O,X,T,T,T,X,T,T,T,O,O,  	S	2017-08-31 08:46:21	14	 i can t answer. i would like to talk about news)
yi351	YI0081_15		U	2017-08-31 08:47:58	15	what news do you want to talk about
yi352	YI0081_16	  X,X,X,T,T,O,X,O,X,T,O,X,O,X,O,O,T,T,T,O,T,T,O,T,X,X,T,T,X,O,  	S	2017-08-31 08:47:58	16	what?
yi353	YI0081_17		U	2017-08-31 08:48:55	17	did you read about the terrorist attack in barcelona?
yi354	YI0081_18	  T,T,X,T,O,O,X,X,T,O,O,T,T,T,O,X,T,T,X,O,T,O,T,T,X,T,T,T,T,O,  	S	2017-08-31 08:48:55	18	i don t understand  i can t answer! let s talk about myself
yi355	YI0081_19		U	2017-08-31 08:50:37	19	where are you from?
yi356	YI0081_20	  T,T,O,T,T,O,T,X,X,T,O,O,T,O,O,O,T,O,O,O,O,O,X,O,O,O,T,O,O,T,  	S	2017-08-31 08:50:37	20	i m from umbria, near perugia.
yi357	YI0054_00		S	2017-08-31 08:54:30	0	hello!
yi358	YI0054_01		U	2017-08-31 08:55:08	1	hey
yi359	YI0054_02	  X,T,T,T,X,T,O,T,X,X,O,T,X,X,T,O,T,T,T,T,X,T,X,O,X,X,T,X,T,O,  	S	2017-08-31 08:55:08	2	that s what happens when you don t like it.
yi360	YI0054_03		U	2017-08-31 08:55:54	3	don not like what?
yi361	YI0054_04	  X,T,X,T,X,X,O,T,X,X,O,T,X,T,X,T,T,O,T,T,X,T,T,O,X,X,X,X,T,O,  	S	2017-08-31 08:55:54	4	that s what happens when you go to jail.
yi362	YI0054_05		U	2017-08-31 08:56:53	5	i don not get it. no one went to jail.
yi363	YI0054_06	  X,T,X,T,O,X,T,T,X,X,O,T,X,T,X,T,T,O,T,T,X,T,T,O,X,T,X,X,T,T,  	S	2017-08-31 08:56:53	6	lock him up
yi364	YI0054_07		U	2017-08-31 08:58:14	7	lock who up?
yi365	YI0054_08	  X,T,X,X,O,O,X,T,X,X,T,T,X,O,T,O,O,O,T,T,X,T,O,O,X,X,T,X,T,T,  	S	2017-08-31 08:58:14	8	lock him up!
yi366	YI0054_09		U	2017-08-31 09:00:00	9	who?!
yi367	YI0054_10	  X,T,X,T,O,X,X,T,X,X,T,T,X,T,X,T,X,O,X,T,X,T,O,O,X,X,T,X,T,T,  	S	2017-08-31 09:00:00	10	lock him up!
yi368	YI0054_11		U	2017-08-31 09:01:50	11	lock who??? who is he?
yi369	YI0054_12	  O,T,X,X,X,X,T,O,X,O,T,T,T,X,X,T,O,T,X,T,O,T,X,O,X,X,O,X,T,T,  	S	2017-08-31 09:01:50	12	do you know what? i can t answer  let s talk about news)
yi370	YI0054_13		U	2017-08-31 09:02:25	13	sure, how about that hurricane?
yi371	YI0054_14	  T,T,X,T,X,X,T,T,X,X,T,T,O,O,O,O,T,O,X,T,T,T,T,O,O,T,O,X,T,T,  	S	2017-08-31 09:02:25	14	yeah.
yi372	YI0054_15		U	2017-08-31 09:03:57	15	what do you think about it?
yi373	YI0054_16	  O,T,X,T,X,X,X,T,X,O,T,T,X,O,O,O,T,T,X,T,T,T,T,O,T,T,O,T,T,T,  	S	2017-08-31 09:03:57	16	i don t know.
yi374	YI0054_17		U	2017-08-31 09:04:42	17	scary to think if something like that happened to us, huh?
yi375	YI0054_18	  O,T,X,T,O,X,X,T,X,O,T,T,O,O,T,T,X,O,O,T,O,T,T,O,O,O,O,T,T,T,  	S	2017-08-31 09:04:42	18	yeah.
yi376	YI0054_19		U	2017-08-31 09:05:06	19	well, nice talking to you.
yi377	YI0054_20	  O,T,X,T,T,X,O,T,X,T,T,T,O,O,X,T,O,O,O,T,O,T,T,O,O,O,O,T,T,T,  	S	2017-08-31 09:05:06	20	yeah.
yi378	YI0099_00		S	2017-08-31 11:01:12	0	hello!
yi379	YI0099_01		U	2017-08-31 11:01:38	1	hihi
yi380	YI0099_02	  O,T,T,T,T,T,O,T,O,X,O,O,T,O,T,T,X,T,O,T,T,O,T,T,T,O,T,T,O,O,  	S	2017-08-31 11:01:38	2	hello.
yi381	YI0099_03		U	2017-08-31 11:01:48	3	how are you?
yi382	YI0099_04	  O,T,T,T,O,X,O,T,X,O,O,O,T,O,T,T,O,O,O,O,T,O,O,T,T,O,X,O,O,O,  	S	2017-08-31 11:01:48	4	good.
yi383	YI0099_05		U	2017-08-31 11:02:04	5	where are you located?
yi384	YI0099_06	  O,T,O,X,T,T,T,T,X,X,O,T,O,O,T,X,T,T,O,T,T,T,T,X,X,O,X,O,T,O,  	S	2017-08-31 11:02:04	6	what?
yi385	YI0099_07		U	2017-08-31 11:02:19	7	where do you live?
yi386	YI0099_08	  O,T,T,O,O,T,O,T,T,O,O,O,T,O,T,T,T,O,O,T,T,O,O,X,T,T,X,O,O,O,  	S	2017-08-31 11:02:19	8	jang mi!
yi387	YI0099_09		U	2017-08-31 11:02:43	9	i have not heard of that. where is it located?
yi388	YI0099_10	  O,T,T,T,T,T,X,T,T,X,T,T,X,X,T,T,T,X,X,X,T,X,T,X,X,O,X,O,X,O,  	S	2017-08-31 11:02:43	10	this is what happens when you live in jail
yi389	YI0099_11		U	2017-08-31 11:02:58	11	what is wrong?
yi390	YI0099_12	  O,T,T,T,T,T,X,T,T,X,T,X,T,X,T,X,X,X,X,X,T,X,X,X,T,O,X,O,X,O,  	S	2017-08-31 11:02:58	12	lock him up
yi391	YI0099_13		U	2017-08-31 11:03:13	13	lock who up?
yi392	YI0099_14	  O,T,T,O,X,T,X,T,X,X,T,T,T,X,T,T,T,X,X,T,T,X,X,X,T,O,X,O,X,O,  	S	2017-08-31 11:03:13	14	lock him up!
yi393	YI0099_15		U	2017-08-31 11:03:22	15	are you okay?
yi394	YI0099_16	  O,T,T,T,O,T,O,T,X,O,O,O,T,O,T,O,O,O,X,O,T,O,O,X,T,O,X,O,O,O,  	S	2017-08-31 11:03:22	16	yeah.
yi395	YI0099_17		U	2017-08-31 11:03:42	17	who do you want to lock up?
yi396	YI0099_18	  O,T,T,T,X,T,X,T,O,X,T,X,X,O,T,T,X,X,X,T,T,X,X,X,T,T,X,O,X,T,  	S	2017-08-31 11:03:42	18	no.
yi397	YI0099_19		U	2017-08-31 11:03:59	19	i am  confused by your response
yi398	YI0099_20	  O,T,T,T,T,T,O,T,T,T,T,T,T,T,T,O,T,T,X,X,T,T,X,X,X,O,T,O,O,X,  	S	2017-08-31 11:03:59	20	do you know what? its beyond my possibilities  i would like to talk about news
yi399	YI0079_00		S	2017-08-31 09:21:16	0	hello!
yi400	YI0079_01		U	2017-08-31 09:21:34	1	how are you?
yi401	YI0079_02	  X,O,O,T,T,T,O,O,T,T,O,T,T,O,T,O,T,T,O,T,T,T,T,O,O,O,T,T,T,T,  	S	2017-08-31 09:21:34	2	good.
yi402	YI0079_03		U	2017-08-31 09:21:51	3	what time is it where you are?
yi403	YI0079_04	  O,O,O,T,X,T,O,X,T,T,O,T,T,O,O,O,T,T,T,T,T,T,T,T,O,O,T,X,X,T,  	S	2017-08-31 09:21:51	4	i don t know.
yi404	YI0079_05		U	2017-08-31 09:22:06	5	oh okay. do anything for fun in the evenings?
yi405	YI0079_06	  T,X,O,T,T,T,T,X,X,T,X,X,T,O,X,X,T,T,T,T,T,T,T,T,O,X,T,T,O,X,  	S	2017-08-31 09:22:06	6	i don t believe anything he says.
yi406	YI0079_07		U	2017-08-31 09:22:25	7	what who says?
yi407	YI0079_08	  X,X,O,T,T,T,T,X,X,T,X,T,X,O,T,X,T,T,T,T,X,T,T,O,O,X,T,X,X,O,  	S	2017-08-31 09:22:25	8	okay.
yi408	YI0079_09		U	2017-08-31 09:22:40	9	anyway, do you have any cool hobbies?
yi409	YI0079_10	  O,X,T,T,X,T,O,X,X,O,T,O,O,O,X,T,O,X,T,T,T,O,X,X,O,X,X,X,T,X,  	S	2017-08-31 09:22:40	10	what?
yi410	YI0079_11		U	2017-08-31 09:22:52	11	things you like to do in your free time?
yi411	YI0079_12	  T,O,T,T,X,T,T,X,T,O,O,X,T,O,X,O,T,T,T,T,T,T,O,T,O,T,O,T,O,T,  	S	2017-08-31 09:22:52	12	i can t answer! i would like to discuss politics!
yi412	YI0079_13		U	2017-08-31 09:23:06	13	how do you feel about donald trump?
yi413	YI0079_14	  X,T,T,T,X,T,T,X,O,O,O,T,T,T,X,O,T,T,T,T,T,T,T,O,O,O,T,O,O,X,  	S	2017-08-31 09:23:06	14	i don t know what he is talking about.
yi414	YI0079_15		U	2017-08-31 09:23:21	15	i don not think he knows either. hes a very silly man
yi415	YI0079_16	  T,O,T,T,T,T,X,X,T,T,O,X,T,O,X,O,T,T,T,T,T,T,T,O,O,O,T,X,X,T,  	S	2017-08-31 09:23:21	16	he s a joke.
yi416	YI0079_17		U	2017-08-31 09:23:39	17	he definetly is. i don not think most people like him at all.
