	utterances	interjection	adverb	subobjvrb	neg-keywords
141	[hello, ,, i, really, like, movies, ., how, about, we, talk, about, movies]	[[',', 'i', 'movies', '.', 'movies']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
142	[why, ?]	[['?']]	[['why']]	[[[], []]]	[[[['why', 'why']]]]
143	[just, try, and, control, yourself, .]	[['and', '.']]	[['just']]	[[[], []]]	[[[['try', 'try', 'try', 'try', 'control', 'try']]]]
144	[what, ?, i, just, asked, why, we, should, talk, about, movies, ?]	[['what', '?', 'i', 'movies', '?']]	[['just', 'why']]	[[['i', 'we'], []]]	[[[['what', 'what', 'asked', 'asked', 'asked', 'talk', 'talk', 'talk', 'asked', 'talk', 'about', 'asked']]], [[should, talk]]]
145	[do, you, like, super, hero, movies, or, disney, movies, ?]	[['hero', 'movies', 'or', 'disney', 'movies', '?']]	[['super']]	[[['you'], []]]	[[[do, you]]]
146	[that, was, random, ., but, i, like, both, .]	[['.', 'but', 'i', '.']]	[['random']]	[[['that', 'i'], []]]	[[[['was', 'was', 'was', 'was', 'like', 'like', 'like', 'like', 'like']]], [[['was', 'was', 'was', 'was', 'like', 'like', 'like', 'like', 'like']]]]
147	[who, is, your, favorite, super, hero, ?]	[['who', 'hero', '?']]	[['your', 'favorite', 'super']]	[[['who'], []]]	[[[['is', 'is', 'hero', 'hero', 'hero', 'is', 'is']]]]
148	[i, do, nt, have, one, .]	[['i', '.']]	[['nt']]	[[['i'], []]]	[[[do, nt]]]
149	[what, i, meant, to, say, was, ,, what, is, it, that, you, hate, ?]	[['what', 'i', ',', 'what', '?']]	[['that']]	[[['i', 'it', 'you'], []]]	[[[to, say]]]
150	[i, hate, snails, ?]	[['i', 'snails', '?']]	[[]]	[[['i'], []]]	[[[['hate', 'hate', 'hate', 'hate']]]]
151	[why, is, that, ?]	[['?']]	[['why']]	[[['that'], []]]	[[[['is', 'is', 'is', 'is']]]]
152	[because, they, re, kind, of, gross, .]	[['gross', '.']]	[['kind', 'of']]	[[['they'], []]]	[[[['re', 're', 're', 'of', 'gross', 're', 're']]]]
153	[my, favorite, super, hero, is, captain, america, .]	[['hero', 'captain', 'america', '.']]	[['my', 'favorite', 'super']]	[[['hero'], []]]	[[[['hero', 'hero', 'hero', 'is', 'is', 'america', 'is', 'is']]]]
154	[okay, that, had, nothing, to, do, with, what, we, were, talking, about, .]	[['nothing', 'what', '.']]	[[]]	[[['that', 'we'], []]]	[[[to, do], [were, talking]]]
155	[do, you, want, to, see, captain, america, :, civil, war, together, ?]	[['captain', 'america', ':', 'war', '?']]	[['civil', 'together']]	[[['you'], []]]	[[[do, you], [to, see]]]
156	[i, want, to, see, the, movie, ,, but, i, do, nt, want, to, see, it, with, you, .]	[['i', 'movie', ',', 'but', 'i', '.']]	[['nt']]	[[['i', 'i'], []]]	[[[to, see], [do, nt], [to, see]]]
157	[i, really, like, the, first, avenger, movie, ,, have, you, seen, it, before, ?]	[['i', 'avenger', 'movie', ',', '?']]	[['really', 'first', 'before']]	[[['i', 'you'], []]]	[[[have, you]]]
158	[yes, i, did, .]	[['i', '.']]	[[]]	[[['i'], []]]	[[[['did', 'did', 'did', 'did']]]]
159	[ok, ,, when, do, you, time]	[[',', 'time']]	[['when']]	[[['you'], []]]	[[[['do', 'do', 'do', 'do', 'do', 'do']]]]
160	[why, did, you, start, again]	[[]]	[['why', 'again']]	[[['you'], []]]	[[[did, you]]]
161	[uh, -, huh, ,, i, do, .]	[['-', ',', 'i', '.']]	[[]]	[[['i'], []]]	[[[['do', 'do', '-', 'do', 'do', 'do', 'do']]]]
162	[you, are, not, working, very, well]	[[]]	[['not', 'very', 'well']]	[[['you'], []]]	[[[are, not], [[not, working]]]]
163	[oh, ,, 100, percent, ., what, do, you, think, ?]	[[',', 'percent', '.', 'what', '?']]	[[]]	[[['you'], []]]	[[[['percent', 'percent', 'percent', 'percent', 'percent', 'think', 'think', 'think', 'think', 'think']]], [[do, you]]]
164	[you, are, broken]	[[]]	[[]]	[[[], []]]	[[[are, broken]]]
165	[uh, -, huh, ,, i, do, .]	[['-', ',', 'i', '.']]	[[]]	[[['i'], []]]	[[[['do', 'do', '-', 'do', 'do', 'do', 'do']]]]
166	[goodbye]	[[]]	[[]]	[[[], []]]	[[[['goodbye']]]]
167	[i, never, make, the, same, mistake, twice, ., i, make, it, five, and, six, times, ,, just, to, be, sure, .]	[['i', 'mistake', '.', 'i', 'and', 'times', ',', '.']]	[['never', 'same', 'twice', 'just', 'sure']]	[[['i', 'i', 'it'], []]]	[[[[never, make]]], [[to, be]]]
168	[you, are, insistent]	[[]]	[['insistent']]	[[['you'], []]]	[[[['are', 'are', 'are']]]]
169	[yes, ,, i, think, so, .]	[[',', 'i', '.']]	[['so']]	[[['i'], []]]	[[[['think', 'think', 'think', 'think', 'think', 'think']]]]
170	[can, we, just, be, done]	[[]]	[['just']]	[[[], []]]	[[[can, we], [be, done]]]
171	[yes, ., any, thoughts, ?]	[['.', 'thoughts', '?']]	[[]]	[[[], []]]	[[[['thoughts', 'yes', 'thoughts', 'thoughts', 'thoughts']]]]
172	[you, are, incompetent]	[[]]	[['incompetent']]	[[['you'], []]]	[[[['are', 'are', 'are']]]]
173	[uh, -, huh, ,, i, do, ., any, thoughts, ?]	[['-', ',', 'i', '.', 'thoughts', '?']]	[[]]	[[['i'], []]]	[[[['do', 'do', 'do', 'do', 'do', 'do', 'do', 'thoughts', 'thoughts', 'thoughts']]], [[['do', 'do', 'do', 'do', 'do', 'do', 'do', 'thoughts', 'thoughts', 'thoughts']]]]
174	[i, am, not, paid, to, think]	[['i']]	[['not']]	[[[], []]]	[[[am, not], [[not, paid]], [to, think]]]
175	[i, m, not, taking, the, bait, ., any, thoughts, ?]	[['i', 'm', 'bait', '.', 'thoughts', '?']]	[['not']]	[[['i'], []]]	[[[m, not], [[not, taking]]], [[['taking', 'taking', 'taking', 'taking', 'bait', 'taking', 'taking', 'thoughts', 'thoughts', 'thoughts']]]]
176	[if, that, was, bait, it, would, have, been, a, worm]	[['a', 'worm']]	[['bait']]	[[['that', 'it'], []]]	[[[was, bait], [would, have], [have, been]]]
177	[the, palins, have, intimidated, so, many, people, for, so, long, in, the, wasilla, area, that, its, very, hard, to, find, people, willing, to, talk, about, them, even, in, inconsequential, ways, on, the, record, .]	[['palins', 'people', 'wasilla', 'area', 'people', 'ways', 'record', '.']]	[['so', 'many', 'so', 'long', 'that', 'its', 'very', 'hard', 'willing', 'even', 'inconsequential']]	[[['palins', 'people'], []]]	[[[have, intimidated], [to, find], [to, talk]]]
178	[off, topic]	[['topic']]	[[]]	[[[], []]]	[[[['off', 'off']]]]
179	[well, ,, you, know, ,, i, m, not, sure, ., can, you, tell, me, something, about, music]	[[',', ',', 'i', 'm', '.', 'something', 'music']]	[['not', 'sure']]	[[['you', 'i', 'you'], []]]	[[[[not, sure]]], [[can, you]]]
180	[what, s, up, today, ?]	[['what', 's', 'today', '?']]	[[]]	[[['what'], []]]	[[[['s', 's', 's', 's', 's']]]]
181	[hello, ,, i, really, like, movies, ., how, about, we, talk, about, movies]	[[',', 'i', 'movies', '.', 'movies']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
182	[okay, ,, have, you, seen, captain, america, civil, wars, ?]	[[',', 'captain', 'america', 'wars', '?']]	[['civil']]	[[['you'], []]]	[[[have, you]]]
183	[i, love, captain, americas, blue, eyes, .]	[['i', 'captain', 'americas', 'eyes', '.']]	[['blue']]	[[['i'], []]]	[[[['love', 'love', 'eyes', 'eyes', 'eyes', 'love', 'love']]]]
184	[well, ,, i, m, not, sure, about, that, but, did, you, see, the, movie, ?]	[[',', 'i', 'm', 'but', 'movie', '?']]	[['not', 'sure']]	[[['i', 'you'], []]]	[[[[not, sure]]], [[did, you]]]
185	[do, you, like, super, hero, movies, or, disney, movies, ?]	[['hero', 'movies', 'or', 'disney', 'movies', '?']]	[['super']]	[[['you'], []]]	[[[do, you]]]
186	[i, like, both, actually, .]	[['i', '.']]	[['actually']]	[[['i'], []]]	[[[['like', 'like', 'like', 'like', 'like']]]]
187	[do, you, watch, them, with, your, kids, ?]	[['kids', '?']]	[['your']]	[[['you'], []]]	[[[do, you]]]
188	[i, do, nt, have, kids, .]	[['i', 'kids', '.']]	[['nt']]	[[['i'], []]]	[[[do, nt]]]
189	[let, us, make, a, plan, to, see, the, latest, star, war, movies, together]	[['a', 'plan', 'star', 'war', 'movies']]	[['latest', 'together']]	[[['us'], []]]	[[[to, see]]]
190	[no, thanks, ., i, already, saw, it, and, it, is, nt, in, theaters, anymore, .]	[['thanks', '.', 'i', 'and', 'theaters', '.']]	[['already', 'nt', 'anymore']]	[[['i', 'it'], []]]	[[[['thanks', 'thanks', 'thanks', 'saw', 'saw', 'saw', 'saw', 'saw', 'is', 'saw', 'is', 'is', 'in', 'is', 'is']]], [[['thanks', 'thanks', 'thanks', 'saw', 'saw', 'saw', 'saw', 'saw', 'is', 'saw', 'is', 'is', 'in', 'is', 'is']]]]
191	[my, favorite, super, hero, is, captain, america, .]	[['hero', 'captain', 'america', '.']]	[['my', 'favorite', 'super']]	[[['hero'], []]]	[[[['hero', 'hero', 'hero', 'is', 'is', 'america', 'is', 'is']]]]
192	[okay, ,, i, asked, you, earlier, if, you, saw, his, new, movie, ?]	[[',', 'i', 'movie', '?']]	[['earlier', 'his', 'new']]	[[['i', 'you'], []]]	[[[['asked', 'asked', 'asked', 'asked', 'asked', 'asked', 'saw', 'saw', 'asked', 'movie', 'movie', 'saw', 'asked']]]]
193	[i, really, like, the, first, avenger, movie, ,, have, you, seen, it, before, ?]	[['i', 'avenger', 'movie', ',', '?']]	[['really', 'first', 'before']]	[[['i', 'you'], []]]	[[[have, you]]]
194	[i, ve, seen, it, a, million, times, now, .]	[['i', 'a', 'times', '.']]	[['now']]	[[['i'], []]]	[[[ve, seen]]]
195	[so, you, do, nt, like, me, after, all, ?, !]	[['?', '!']]	[['nt', 'after', 'all']]	[[['you'], []]]	[[[do, nt]]]
196	[i, never, said, that, .]	[['i', '.']]	[['never']]	[[['i'], []]]	[[[[never, said]]]]
197	[ok, ,, when, do, you, time]	[[',', 'time']]	[['when']]	[[['you'], []]]	[[[['do', 'do', 'do', 'do', 'do', 'do']]]]
198	[i, never, said, that, .]	[['i', '.']]	[['never']]	[[['i'], []]]	[[[[never, said]]]]
199	[you, already, said, that, !]	[['!']]	[['already']]	[[['you'], []]]	[[[['said', 'said', 'said', 'said', 'said']]]]
200	[hello, how, are, you, ?]	[['?']]	[['how']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are', 'are']]]]
201	[its, been, a, while, ., what, s, your, idea, ?]	[['a', 'while', '.', 'what', 's', 'idea', '?']]	[['its', 'your']]	[[['its', 'idea'], []]]	[[[['been', 'been', 'while', 'been', 'been', 's', 's', 'idea', 's', 's']]], [[['been', 'been', 'while', 'been', 'been', 's', 's', 'idea', 's', 's']]]]
202	[just, talk, to, you]	[[]]	[['just']]	[[[], []]]	[[[['talk', 'talk', 'talk', 'to']]]]
203	[well, ,, almost, everything, .]	[[',', 'everything', '.']]	[['almost']]	[[[], []]]	[[[['everything', 'everything', 'everything', 'everything', 'everything']]]]
204	[what, do, you, want, to, talk, about, ?]	[['what', '?']]	[[]]	[[['you'], []]]	[[[do, you], [to, talk]]]
205	[well, ,, almost, everything, ., what, s, your, idea, ?]	[[',', 'everything', '.', 'what', 's', 'idea', '?']]	[['almost', 'your']]	[[['idea'], []]]	[[[['everything', 'everything', 'everything', 'everything', 'everything', 's', 's', 'idea', 's', 's']]], [[['everything', 'everything', 'everything', 'everything', 'everything', 's', 's', 'idea', 's', 's']]]]
206	[do, you, like, to, read]	[[]]	[[]]	[[['you'], []]]	[[[do, you], [to, read]]]
207	[yes, ., i, like, classical, musics, ., any, thoughts, ?]	[['.', 'i', 'musics', '.', 'thoughts', '?']]	[['classical']]	[[['i'], []]]	[[[['yes', 'yes', 'like', 'like', 'musics', 'like', 'like', 'thoughts', 'thoughts', 'thoughts']]], [[['yes', 'yes', 'like', 'like', 'musics', 'like', 'like', 'thoughts', 'thoughts', 'thoughts']]], [[['yes', 'yes', 'like', 'like', 'musics', 'like', 'like', 'thoughts', 'thoughts', 'thoughts']]]]
208	[do, you, like, any, other, music]	[['music']]	[['other']]	[[['you'], []]]	[[[do, you]]]
209	[i, do, ., what, s, your, idea, ?]	[['i', '.', 'what', 's', 'idea', '?']]	[['your']]	[[['i', 'idea'], []]]	[[[['do', 'do', 'do', 's', 's', 'idea', 's', 's']]], [[['do', 'do', 'do', 's', 's', 'idea', 's', 's']]]]
210	[i, have, no, idea, ,, just, talking, to, you]	[['i', 'idea', ',']]	[['just']]	[[['i'], []]]	[[[['have', 'have', 'idea', 'have', 'have', 'talking', 'have', 'talking', 'to']]]]
211	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
212	[you, like, to, talk, to, me, ?]	[['?']]	[[]]	[[['you'], []]]	[[[to, talk]]]
213	[you, raise, me, up, ., any, thoughts, ?]	[['.', 'thoughts', '?']]	[[]]	[[['you'], []]]	[[[['raise', 'raise', 'raise', 'raise', 'raise', 'thoughts', 'thoughts', 'thoughts']]], [[['raise', 'raise', 'raise', 'raise', 'raise', 'thoughts', 'thoughts', 'thoughts']]]]
214	[do, i., what, else, do, you, do, ?]	[['what', '?']]	[['else']]	[[['you'], []]]	[[[['do', 'do', 'do', 'what', 'do', 'do', 'do', 'do']]], [[do, you]]]
215	[no, i, do, nt, believe, she, deserves, the, criticism, that, she, s, gotten, and, why, do, i, say, that, because, ,, until, you, walked, in, her, shoes, as, a, parent, with, a, special, needs, child, you, do, nt, know, what, she, endured, ,, you, do, nt, know, what, she, dealt, with, on, a, daily, basis, .]	[['i', 'criticism', 's', 'and', 'i', ',', 'shoes', 'a', 'parent', 'a', 'needs', 'child', 'what', ',', 'what', 'a', 'basis', '.']]	[['nt', 'why', 'her', 'special', 'nt', 'nt', 'daily']]	[[['i', 'she', 'i', 'you', 'you', 'she', 'you', 'she'], []]]	[[[do, nt], [s, gotten], [do, i], [do, nt], [do, nt]]]
216	[special, needs, children, deserve, love]	[['needs', 'children', 'love']]	[['special']]	[[['children'], []]]	[[[['needs', 'children', 'deserve', 'deserve', 'deserve']]]]
217	[i, like, boston, more, what, do, you, think, ?]	[['i', 'boston', 'what', '?']]	[['more']]	[[['i', 'you'], []]]	[[[do, you]]]
218	[i, like, london, england]	[['i', 'england']]	[['london']]	[[['i'], []]]	[[[['london', 'london', 'london', 'london']]]]
219	[how, about, we, do, something, we, both, like]	[['something']]	[['how']]	[[['we'], []]]	[[[['about', 'do', 'do', 'do', 'do', 'do', 'we', 'do']]]]
220	[i, got, into, a, car, accident, yesterday, .]	[['i', 'a', 'car', 'accident', 'yesterday', '.']]	[[]]	[[['i'], []]]	[[[['got', 'got', 'got', 'accident', 'accident', 'into', 'got', 'got']]]]
221	[let, us, make, a, plan, to, see, the, latest, star, war, movies, together]	[['a', 'plan', 'star', 'war', 'movies']]	[['latest', 'together']]	[[['us'], []]]	[[[to, see]]]
222	[you, do, nt, care, about, my, accident, ?]	[['accident', '?']]	[['nt', 'my']]	[[['you'], []]]	[[[do, nt]]]
223	[ok, ., can, you, tell, me, something, about, music]	[['.', 'something', 'music']]	[[]]	[[['you'], []]]	[[[['ok', 'ok', 'tell', 'tell', 'tell', 'tell', 'tell', 'something', 'about']]], [[can, you]]]
224	[i, hate, kanye, west]	[['i', 'kanye', 'west']]	[[]]	[[['i'], []]]	[[[['hate', 'hate', 'hate', 'kanye']]]]
225	[how, about, we, do, something, we, both, like]	[['something']]	[['how']]	[[['we'], []]]	[[[['about', 'do', 'do', 'do', 'do', 'do', 'we', 'do']]]]
226	[listen, to, taylor, swift, instead, ?]	[['taylor', '?']]	[['swift', 'instead']]	[[[], []]]	[[[['listen', 'listen', 'to', 'listen', 'listen', 'listen']]]]
227	[uhh, ,, i, ca, nt, answer, this, ., can, we, talk, about, something, else, ?]	[[',', 'i', '.', 'something', '?']]	[['uhh', 'nt', 'else']]	[[['i', 'we'], []]]	[[[ca, nt]], [[can, we]]]
228	[i, got, into, a, car, accident, yesterday, and, it, was, scary, !]	[['i', 'a', 'car', 'accident', 'yesterday', 'and', '!']]	[['scary']]	[[['i', 'it'], []]]	[[[['got', 'got', 'got', 'accident', 'accident', 'into', 'got', 'got', 'was', 'got', 'was', 'was']]]]
229	[that, s, a, good, answer, .]	[['s', 'a', 'answer', '.']]	[['good']]	[[['that'], []]]	[[[['s', 's', 'answer', 'answer', 's', 's']]]]
230	[you, are, so, strange, .]	[['.']]	[['so', 'strange']]	[[['you'], []]]	[[[['are', 'are', 'strange', 'are', 'are']]]]
231	[do, you, like, to, play, some, board, games, together, next, time]	[['board', 'games', 'time']]	[['together', 'next']]	[[['you'], []]]	[[[do, you], [to, play]]]
232	[how, about, settlers, of, cataan, ?]	[['settlers', 'cataan', '?']]	[['how']]	[[[], []]]	[[[['about', 'about', 'about', 'settlers', 'of', 'about']]]]
233	[uhh, ,, i, ca, nt, answer, this, ., what, do, you, think, about, sports]	[[',', 'i', '.', 'what', 'sports']]	[['uhh', 'nt']]	[[['i', 'you'], []]]	[[[ca, nt]], [[do, you]]]
234	[i, hate, them, .]	[['i', '.']]	[[]]	[[['i'], []]]	[[[['hate', 'hate', 'hate', 'hate']]]]
235	[ok, ., what, do, you, think, about, music]	[['.', 'what', 'music']]	[[]]	[[['you'], []]]	[[[['ok', 'ok', 'think', 'think', 'think', 'think', 'think', 'about']]], [[do, you]]]
236	[i, love, taylor, swift, .]	[['i', 'taylor', 'swift', '.']]	[[]]	[[['i'], []]]	[[[['love', 'love', 'love', 'love', 'love']]]]
237	[ok, ., that, s, interesting, .]	[['.', 's', '.']]	[['interesting']]	[[['that'], []]]	[[[['ok', 'ok', 's', 's', 's', 's']]], [[['ok', 'ok', 's', 's', 's', 's']]]]
238	[you, are, boring, !]	[['!']]	[['boring']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are']]]]
239	[yes, .]	[['.']]	[[]]	[[[], []]]	[[[['yes', 'yes']]]]
240	[hello, !]	[['!']]	[[]]	[[[], []]]	[[[['hello', 'hello']]]]
241	[hello, ,, i, really, like, music, ., how, about, we, talk, about, music]	[[',', 'i', 'music', '.', 'music']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
242	[ok, i, like, rap]	[['i', 'rap']]	[[]]	[[['i'], []]]	[[[['like', 'like', 'like', 'like']]]]
243	[i, probably, own, more, than, 50, firearms, ., can, we, talk, about, something, else, ?]	[['i', 'firearms', '.', 'something', '?']]	[['probably', 'more', 'else']]	[[['i', 'we'], []]]	[[[['own', 'own', 'own', '50', '50', 'firearms', 'own', 'own', 'talk', 'talk', 'talk', 'talk', 'about', 'something', 'talk']]], [[can, we]]]
244	[yes]	[[]]	[[]]	[[[], []]]	[[[['yes']]]]
245	[okay, what, time]	[['what', 'time']]	[[]]	[[[], []]]	[[[['okay', 'time', 'okay']]]]
246	[the, time, is, 6:20, pm, .]	[['time', 'pm', '.']]	[[]]	[[['time'], []]]	[[[['time', 'is', 'is', 'pm', 'is', 'is']]]]
247	[what, is, 6:20, ?]	[['what', '?']]	[[]]	[[['6:20'], []]]	[[[['is', 'is', 'is', 'is']]]]
248	[its, the, time, .]	[['time', '.']]	[['its']]	[[[], []]]	[[[['time', 'time', 'time', 'time']]]]
249	[right, ,, it, is, time, .]	[[',', 'time', '.']]	[[]]	[[['it'], []]]	[[[['is', 'is', 'is', 'is', 'is', 'is']]]]
250	[great, ,, how, are, you, today, ?]	[[',', 'today', '?']]	[['great', 'how']]	[[['you'], []]]	[[[['are', 'are', 'are', 'are', 'are', 'are', 'are']]]]
251	[before, we, go, any, further, ,, ladies, ,, i, want, you, to, respond, immediately, to, donny, s, claims, --, his, two, claims, ,, really, .]	[[',', 'ladies', ',', 'i', 's', 'claims', 'claims', ',', '.']]	[['any', 'further', 'immediately', 'donny', 'his', 'really']]	[[['we', 'i', 'you'], []]]	[[[to, respond]]]
252	[ok, ,, what, are, they, ?]	[[',', 'what', '?']]	[[]]	[[['they'], []]]	[[[['are', 'are', 'are', 'are', 'are', 'are']]]]
253	[i, m, not, saying, that, .]	[['i', 'm', '.']]	[['not']]	[[['i'], []]]	[[[m, not], [[not, saying]]]]
254	[what, are, you, saying, then, ?]	[['what', '?']]	[['then']]	[[['you'], []]]	[[[are, you]]]
255	[you, know, ,, i, m, a, parent, .]	[[',', 'i', 'm', 'a', 'parent', '.']]	[[]]	[[['you', 'i'], []]]	[[[['know', 'm', 'm', 'm', 'm', 'parent', 'm', 'm']]]]
256	[how, many, kids, do, you, have, ?]	[['kids', '?']]	[['how', 'many']]	[[['you'], []]]	[[[do, you]]]
257	[i, have, five, .]	[['i', '.']]	[[]]	[[['i'], []]]	[[[['have', 'have', 'have', 'have']]]]
258	[girls, or, boys, ?]	[['girls', 'or', 'boys', '?']]	[[]]	[[[], []]]	[[[['girls', 'girls', 'girls', 'girls']]]]
259	[,, the, 5, browns, :, no, ,, i, do, nt, think, .]	[[',', '5', 'browns', ':', ',', 'i', '.']]	[['nt']]	[[['i'], []]]	[[[do, nt]]]
260	[hello]	[[]]	[[]]	[[[], []]]	[[[['hello']]]]
261	[hello, ,, i, really, like, movies, ., how, about, we, talk, about, movies]	[[',', 'i', 'movies', '.', 'movies']]	[['really', 'how']]	[[['i', 'we'], []]]	[[[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]], [[['like', 'like', 'like', 'like', 'like', 'like', 'like', 'talk', 'talk', 'talk', 'talk', 'talk', 'about']]]]
262	[what, do, you, think, about, captan, america, civil, war]	[['what', 'captan', 'america', 'war']]	[['civil']]	[[['you'], []]]	[[[do, you]]]
263	[what, is, captan, ?]	[['what', '?']]	[['captan']]	[[['what'], []]]	[[[['is', 'is', 'is', 'is']]]]
264	[snap, !, i, meant, captain]	[['!', 'i', 'captain']]	[[]]	[[['i'], []]]	[[[['snap', 'snap', 'meant', 'meant', 'meant']]], [[['snap', 'snap', 'meant', 'meant', 'meant']]]]
